text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
8.440486399980728,8.440486399980728,space,1.9053558000014164,,,422417,001,2023-12-06_11h36.33.312,game,2022.2.5,60.0547579117576,
,,,,16.562937000009697,28.03560840000864,,,,,,,
