text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,participant,session,date,expName,psychopyVersion,frameRate,
152.04493570001796,152.04493570001796,space,1023.4471530999872,,inaki,001,2023-12-18_14h50.34.014,game,2022.2.5,59.32317007927844,
,,,,1175.5238548000343,,,,,,,
