trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_5.started,slider.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,16.73844770004507,16.73844770004507,space,0.40052240004297346,,,777151,001,2023-12-11_17h01.52.265,game,2022.2.5,60.02382946006488,
,,,,,,,,17.222090999945067,17.222090999945067,,,,,,,
