text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
9.540784599957988,9.540784599957988,space,1.411138700088486,,,703677,001,2023-12-06_14h44.05.936,game,2022.2.5,60.05183674869861,
,,,,19.161026400048286,64.76917169999797,,,,,,,
