text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
10.476760000019567,10.476760000019567,space,0.46429709999938495,028732,001,2023-12-13_14h32.23.223,game,2022.2.5,60.024405927607134,
