trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.782346099964343,9.782346099964343,space,1.193499100045301,540663,001,2023-12-07_09h33.52.236,game,2022.2.5,59.98429610343242,
