text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
10.074134399998002,10.074134399998002,space,18.375937599979807,,,914287,001,2023-12-05_12h56.24.027,game,2022.2.5,59.99552432774282,
,,,,28.46968779998133,111.27483700000448,,,,,,,
