text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
13.18402230006177,13.18402230006177,space,1.373686600010842,350197,001,2023-12-07_11h42.52.397,game,2022.2.5,60.0767660747536,
