text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,participant,session,date,expName,psychopyVersion,frameRate,
12.562318400014192,12.562318400014192,space,1.0403531000192743,,258977,001,2023-12-13_14h33.48.364,game,2022.2.5,59.93906594908852,
,,,,30.458738799992716,,,,,,,
