trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.69792169998982,10.69792169998982,space,1.1747802999743726,,,,,,,,,,,,,,,,,,,,,,,,,,,362648,001,2023-12-13_16h53.42.383,game,2022.2.5,60.05486613098794,
,,,,,,,,,,,,11.894327699992573,14.908514700015076,14.908514700015076,14.908514700015076,space,1.3779191999929026,,,,,,,,,,,,,,,,,,,,,362648,001,2023-12-13_16h53.42.383,game,2022.2.5,60.05486613098794,
0,0,0,0,,,,,,,,,,,,,,,3,16.30638419999741,16.30638419999741,18.30468249999103,19.32053490000544,None,19.32053490000544,19.32053490000544,1,348.1842000037432,space,0.34818420000374317,19.687059499992756,20.187216699996497,,,,,,,362648,001,2023-12-13_16h53.42.383,game,2022.2.5,60.05486613098794,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.187216699996497,20.187216699996497,space,2.4146244000003207,,,362648,001,2023-12-13_16h53.42.383,game,2022.2.5,60.05486613098794,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.634101700008614,22.634101700008614,,,,,,,
