text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,participant,session,date,expName,psychopyVersion,frameRate,
12.304435199999716,12.304435199999716,space,204.64889840001706,,210945,001,2023-12-05_15h56.57.280,game,2022.2.5,60.15960341053145,
,,,,308.9735556000378,,,,,,,
