trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,38.112838099943474,38.112838099943474,space,1.09981019992847,,575362,001,2023-12-11_10h38.10.946,game,2022.2.5,60.283634498523455,
,,,,,,,,39.242107299971394,,,,,,,
