trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.425547599996207,15.425547599996207,space,1.0009376000089105,,,,,,,,,,,,,,,,,,,,,,,,,,,1589125,001,2023-12-13_16h45.07.401,game,2022.2.5,60.31701416142418,
,,,,,,,,,,,,16.455442500009667,19.46957040001871,19.46957040001871,19.46957040001871,space,0.860503499978222,,,,,,,,,,,,,,,,,,,,,1589125,001,2023-12-13_16h45.07.401,game,2022.2.5,60.31701416142418,
0,0,0,0,,,,,,,,,,,,,,,1,20.351397499995073,20.351397499995073,20.351397499995073,21.351097300008405,None,21.351097300008405,21.351097300008405,1,567.7624999952968,space,0.5677624999952968,21.950456799997482,22.45013770001242,,,,,,,1589125,001,2023-12-13_16h45.07.401,game,2022.2.5,60.31701416142418,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45013770001242,22.45013770001242,space,0.992205600021407,,,1589125,001,2023-12-13_16h45.07.401,game,2022.2.5,60.31701416142418,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.46587450001971,23.46587450001971,,,,,,,
