text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,participant,session,date,expName,psychopyVersion,frameRate,
8.843041600019205,8.843041600019205,space,1.0911281000007875,,042061,001,2023-12-05_15h50.40.478,game,2022.2.5,60.0942758903069,
,,,,18.348098299989942,,,,,,,
