text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.02602410002146,9.02602410002146,space,0.4045920000062324,651806,001,2023-12-05_16h11.58.682,game,2022.2.5,60.20219508315026,
