text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
9.091869199997745,9.091869199997745,space,0.8617427999852225,,,559956,001,2023-12-07_13h50.27.813,game,2022.2.5,60.07550290747366,
,,,,9.971380700008012,9.971380700008012,,,,,,,
