text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,participant,session,date,expName,psychopyVersion,frameRate,
12.075289200001862,12.075289200001862,space,1.1497998999839183,,142070,001,2023-12-13_13h06.32.087,game,2022.2.5,60.240274364546295,
,,,,13.25599589999183,,,,,,,
