text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
14.355820500000846,14.355820500000846,space,1.6881784000433981,112658,001,2023-12-05_16h07.29.234,game,2022.2.5,60.02191999041599,
