trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,MathsFailCounter,key_resp_4.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.704156400000102,8.704156400000102,space,0.9066760999999133,,,,,,,,,,,,,,,,,,,,,,,,,,,,169808,001,2023-12-11_15h16.24.679,game,2022.2.5,59.99617224423003,
,,,,,,,,,,,,9.634712499999978,10.650464499999998,10.650464499999998,space,1.0652708999998595,,,,,,,,,,,,,,,,,,,,,,,169808,001,2023-12-11_15h16.24.679,game,2022.2.5,59.99617224423003,
0,0,0,0,,,,,,,,,,,,,,3,21.47272480000015,21.47272480000015,23.487905100000035,25.918156100000033,None,25.918156100000033,25.918156100000033,1,773.6943999998402,space,0.7736943999998402,29.331828200000018,29.832792299999937,,,,,,,,,169808,001,2023-12-11_15h16.24.679,game,2022.2.5,59.99617224423003,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.832792299999937,29.832792299999937,space,2.8576196999999866,,,,,169808,001,2023-12-11_15h16.24.679,game,2022.2.5,59.99617224423003,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.81173660000013,32.81173660000013,0,None,169808,001,2023-12-11_15h16.24.679,game,2022.2.5,59.99617224423003,
