text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,participant,session,date,expName,psychopyVersion,frameRate,
12.935979999994743,12.935979999994743,space,0.9604676000017207,,,,,061206,001,2023-12-12_13h46.09.964,game,2022.2.5,60.09850144529408,
,,,,42.72187349999149,43.72230439999839,43.72230439999839,43.72230439999839,,,,,,,
