trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,feedback_text.started,response.rt,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,sound_1.stopped,fixation.stopped,thank_you.started,exit_exp.started,thank_you.stopped,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,17,2,70,3,,,,,394.88969700000007,395.88962900000024,395.88998995999987,398.38883110000006,t,1,,0.6939881999996942,,,,,,398.38883110000006,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,17,3,71,2,,,,,398.38883110000006,399.3729656999999,399.37304156000005,401.87386270000025,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,18,0,72,1,,,,,401.89017939999985,402.88991269999997,402.8894429600002,405.3887383000001,None,1,,,,,,,403.88922660000026,405.3887383000001,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,18,1,73,3,,,,,405.3887383000001,406.38851639999984,406.38992996,408.8883415,t,1,,0.7989416999998866,,,,,,408.8883415,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,18,2,74,1,,,,,408.8883415,409.8883532,409.88912275999996,412.3883744999998,None,1,,,,,,,,412.3883744999998,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,18,3,75,0,,,,,412.3883744999998,413.3883808999999,413.3899860600002,415.88863600000013,None,1,,,,,,,,415.88863600000013,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,19,0,76,3,,,,,415.88863600000013,416.88942810000026,416.88801665999995,,t,1,,0.6400681999998596,,,,,,419.3890827,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,19,1,77,1,,,,,419.4048461000002,420.37132310000015,420.3727802599999,422.8709045999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,19,2,78,0,,,,,422.9051247000002,423.8709718,423.8728785599999,426.37108609999996,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,19,3,79,3,,,,,426.4040654999999,427.3885257000002,427.3877802600002,,t,1,,0.7027276999997412,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,20,0,80,0,,,,,429.90362099999993,430.88813370000025,430.88752996000017,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,20,1,81,1,,,,,433.4039023999999,434.38800619999984,434.38718575999997,436.8887103000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,20,2,82,3,,,,,436.90380110000024,437.88808900000004,437.88695566,,t,1,,0.7551066999994873,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,20,3,83,2,,,,,440.40338070000007,441.3882668000001,441.38686785999994,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,21,0,84,0,,,,,443.9030158999999,444.88681769999994,444.8862088600001,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,21,1,85,0,,,,,447.40281589999995,448.3869012,448.3862724600001,450.88726399999996,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,21,2,86,1,,,,,450.90374759999986,451.8873911999999,451.8858739599998,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,21,3,87,3,,,,,454.4023757,455.38642040000013,455.3856067600002,457.88543070000014,t,1,,0.7739925999994739,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,22,0,88,0,,,,,457.90365040000006,458.8858699000002,458.88630846,461.38562600000023,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,22,1,89,1,,,,,461.4028969000001,462.38663499999984,462.38622796000004,464.88507470000013,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,22,2,90,1,,,,,464.90272129999994,465.8860479,465.8854574600002,468.3846262000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,22,3,91,2,,,,,468.40206590000025,469.3849534000001,469.38584926,471.88508950000005,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,23,0,92,1,,,,,471.90216469999996,472.8855401999999,472.88572795999994,475.38510369999995,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,23,1,93,3,,,,,475.4022021999999,476.38542240000015,476.38461996,478.88535379999985,t,1,,0.5852501999997912,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,23,2,94,3,,,,,478.9019237000002,479.88573570000017,479.8855127600002,482.38539549999996,t,1,,0.8084482999997817,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,23,3,95,2,,,,,482.4024623,483.38560270000016,483.38583386000005,485.88391409999986,None,1,,,,,,,484.3843646999999,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,24,0,96,2,,,,,485.9020608000001,486.88429810000025,486.88457215999983,489.3840670999998,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,24,1,97,0,,,,,489.40216420000024,490.38329780000004,490.38472165999997,492.8829587,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,24,2,98,2,,,,,492.9006088000001,493.88340800000014,493.88490535999995,496.38272860000006,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,24,3,99,0,,,,,496.3998296999998,497.3830600000001,497.3837142599998,499.88429129999986,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,25,0,100,3,,,,,499.89957259999983,500.8856073000002,500.8826001599998,,t,1,,0.7237888999998177,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,25,1,101,2,,,,,503.39935449999984,504.38344970000026,504.38260405999995,506.8833774999998,None,1,,,,,,,505.3836374000002,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,25,2,102,2,,,,,506.89884519999987,507.8843523999999,507.88258315999997,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,25,3,103,3,,,,,510.3989391,511.3825445000002,511.38285225999994,513.8824706,t,1,,0.6925013000000035,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,26,0,104,2,,,,,513.8983340999998,514.8831770000002,514.8823781600001,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,26,1,105,3,,,,,517.3984515000002,518.3826994000001,518.3819797600001,520.8824448999999,t,1,,0.7107323999998698,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,26,2,106,3,,,,,520.8982753,521.8841898000001,521.8818280600001,,t,1,,0.751544599999761,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,26,3,107,2,,,,,524.3979616000001,525.3821886999999,525.3814274600002,527.8820483,None,1,,,,,,,526.3818867999998,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,27,0,108,2,,,,,527.8974773,528.8819038000001,528.88174306,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,27,1,109,0,,,,,531.3978766,532.3816231000001,532.3817778599998,534.8812484,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,27,2,110,1,,,,,534.8975836,535.8810564999999,535.88093516,538.381089,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,27,3,111,1,,,,,538.3971600999998,539.3814105000001,539.3806832600001,541.8819328,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,28,0,112,0,,,,,541.8976765000002,542.8812763999999,542.8801438600001,545.3801994999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,28,1,113,2,,,,,545.3985946000003,546.3798206000001,546.38178636,548.8801013000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,28,2,114,2,,,,,548.8983300999998,549.8806224,549.88090786,552.3796366000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,28,3,115,2,,,,,552.398169,553.3799791000001,553.3808796599999,555.8797462000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,29,0,116,0,,,,,555.8967302000001,556.8793138000001,556.8800482600002,559.3792423999998,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,29,1,117,1,,,,,559.3967901000001,560.3788199,560.3803660599999,562.8789553000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,29,2,118,0,,,,,562.8969089000002,563.8787925000001,563.8797975599998,566.3791597,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,29,3,119,0,,,,,566.3966487000002,567.3784621999998,567.37891156,569.8787123000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,30,0,120,3,,,,,569.8959714000002,570.8787194000001,570.87901726,573.3780809999998,t,1,,0.6582314999996015,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,30,1,121,0,,,,,573.3959196000001,574.3780007999999,574.3786356600001,576.8792527,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,30,2,122,3,,,,,576.8958148000002,577.8781238000001,577.8796608599998,580.3783987000002,t,1,,0.6155224999997699,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,30,3,123,1,,,,,580.3971489,581.3780015000002,581.3794350599999,583.8779344999998,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,31,0,124,3,,,,,583.8948074,584.8790521000001,584.8775444599999,,t,1,,0.6585418999998183,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,31,1,125,2,,,,,587.3945210000002,588.3778725000002,588.3775669600002,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,31,2,126,0,,,,,590.8943711000002,591.8790233,591.8773922600001,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,31,3,127,2,,,,,594.3940327999999,595.3773609999998,595.3769900599998,597.8786883000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,32,0,128,2,,,,,597.8944056999999,598.8779444000002,598.8780781600001,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,32,1,129,3,,,,,601.3936619000001,602.3779776000001,602.3767448599999,,t,1,,0.7350722999999562,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,32,2,130,3,,,,,604.8935009000002,605.8773203999999,605.8768189599998,608.3781622000001,t,1,,1.0688463999995292,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,32,3,131,3,,,,,608.3929757999999,609.3763368999998,609.3771200600002,611.8760934000002,t,1,,0.9637089000002561,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,33,0,132,1,,,,,611.8934684000001,612.8763930999999,612.8767095599999,615.3763125,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,33,1,133,1,,,,,615.3935826000002,616.3756868,616.37678686,618.8760129000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,33,2,134,1,,,,,618.8937501999999,619.8763530000001,619.8767956600002,622.3753308999999,None,1,,,,,,,620.8757914000003,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,33,3,135,3,,,,,622.3939171000002,623.3758185000002,623.3764626600002,625.8756764999998,t,1,,0.7808173999997052,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,34,0,136,1,,,,,625.8928185999998,626.8747200000003,626.8758187599999,629.3752141999998,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,34,1,137,0,,,,,629.3924803999998,630.3754330000002,630.3756650600001,632.8749370999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,34,2,138,3,,,,,632.893302,633.8761605999998,633.8754742600001,636.3750942000001,t,1,,0.7685215000001335,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,34,3,139,2,,,,,636.3931888000002,637.3756916000002,637.3754567600001,639.8742496,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,35,0,140,3,,,,,639.8919516999999,640.8749698000001,640.87553026,643.3736106000001,t,1,,0.8651541999997789,,,,,641.8741249,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,35,1,141,2,,,,,643.3918017999999,644.3735931000001,644.37476266,646.8741322999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,35,2,142,0,,,,,646.8918927999998,647.8738925000002,647.87484496,650.3741245000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,35,3,143,3,,,,,650.3919071,651.3742542,651.3745825600001,653.8739088000002,t,1,,0.7097620999998071,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,36,0,144,0,,,,,653.8907207000002,654.8734319999999,654.8743198600002,657.3734211000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,36,1,145,0,,,,,657.3905803000002,658.3742348999999,658.3739215600001,660.873227,None,1,,,,,,,,660.8924132000002,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,36,2,146,3,,,,,660.8924132000002,661.8727334,661.8738707599998,664.3727806000002,t,1,,0.7204168999996909,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,36,3,147,1,,,,,664.4059267000002,665.3726000000001,665.37430466,667.8729401999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,37,0,148,3,,,,,667.9066788999999,668.8729389999999,668.8734468599998,671.3726557999998,t,1,,0.7719121000000086,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,37,1,149,3,,,,,671.4056295999999,672.3721036000002,672.3734084599998,674.8725878,t,1,,0.8715080999995735,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,37,2,150,0,,,,,674.9056518000002,675.8721276000001,675.8735773599999,678.3720847,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,37,3,151,1,,,,,678.4055434000002,679.3729333000001,679.37277986,681.8716322999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,38,0,152,2,,,,,681.9049685,682.8899113000002,682.88822766,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,38,1,153,1,,,,,685.4045842,686.3885168000002,686.3888851600002,688.8890678000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,38,2,154,0,,,,,688.9052964000002,689.8890519000001,689.8883859599998,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,38,3,155,2,,,,,692.4045322000002,693.3886934000002,693.3882096599998,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,39,0,156,2,,,,,695.9040810000001,696.8884026999999,696.8879872599998,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,39,1,157,3,,,,,699.4039318,700.3879937000002,700.3871886600002,,t,1,,0.8573792000001959,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,39,2,158,1,,,,,702.9034388999999,703.8876688,703.88652596,706.3879683,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,39,3,159,3,,,,,706.4035405,707.3880478000001,707.38692006,709.8885211000002,t,1,,0.9522210999998606,,,,,708.3874598000002,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,40,0,160,2,,,,,709.9043310000002,710.8880322,710.8868314600002,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,40,1,161,0,,,,,713.4027925999999,714.3870007,714.3863369600001,716.8880438000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,40,2,162,1,,,,,716.9033284000002,717.8874178000001,717.8862281600002,720.3869146000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
