trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,26.03339959999994,26.03339959999994,space,4.259396200000083,t,001,2023-10-13_13h35.26.393,Oddball_task,2022.2.5,60.313121602122635,
