trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,feedback_text.started,response.rt,sound_1.stopped,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,fixation.stopped,thank_you.started,thank_you.stopped,exit_exp.started,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,19,0,76,3,,,,,535.2122297000001,536.2122116999999,536.2125423399999,538.7120723999997,t,1,,0.8435922000003302,537.2129842999998,,,,,538.7120723999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,19,1,77,2,,,,,538.7120723999997,539.7116714999997,539.71227814,542.2119955999997,None,1,,,,,,,,542.2119955999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,19,2,78,3,,,,,542.2119955999997,543.2120289,543.2120541400001,545.7122525999998,t,1,,0.9142080000001442,,,,,,545.7122525999998,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,19,3,79,3,,,,,545.7122525999998,546.7117147999998,546.71213034,549.2119929999999,t,1,,0.9250326000005771,,,,,,549.2119929999999,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,20,0,80,2,,,,,549.2119929999999,550.2111642,550.2116409399997,552.7109686999997,None,1,,,,,,,,552.7109686999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,20,1,81,3,,,,,552.7109686999997,553.7110262000001,553.7118847399998,556.2112778999999,t,1,,0.6811810000003788,,,,,,556.2112778999999,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,20,2,82,0,,,,,556.2112778999999,557.2111424999998,557.2114953399997,559.7115025999997,None,1,,,558.2112524999998,,,,,559.7115025999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,20,3,83,0,,,,,559.7115025999997,560.7115473999997,560.7122561399998,563.2116811000001,None,1,,,,,,,,563.2116811000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,21,0,84,0,,,,,563.2116811000001,564.2119075999999,564.21104914,566.7264620000001,None,1,,,,,,,,566.7264620000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,21,1,85,2,,,,,566.7264620000001,567.7107140999997,567.71026344,570.2118987999997,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,21,2,86,0,,,,,570.2276112999998,571.2110055999997,571.2105370400001,573.7099697999997,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,21,3,87,3,,,,,573.7265440000001,574.7109200999998,574.71006314,577.2111931,t,1,,0.7826677000002746,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,22,0,88,3,,,,,577.2267889,578.2097037999997,578.2094741399998,580.7103254999997,t,1,,1.0602863000003708,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,22,1,89,1,,,,,580.7259971999997,581.7097544999997,581.7093963399999,584.2105932,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,22,2,90,2,,,,,584.2263158000001,585.2092905,585.2089749399998,587.7102882999998,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,22,3,91,3,,,,,587.7262984999998,588.7094795999997,588.70897394,591.2096785999997,t,1,,0.912134000000151,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,23,0,92,0,,,,,591.2257688,592.2095476,592.20904914,594.7087160000001,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,23,1,93,1,,,,,594.7248519999998,595.7090266999999,595.70830554,598.209339,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,23,2,94,0,,,,,598.2254770999998,599.2089953,599.20860964,601.7090782999999,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,23,3,95,0,,,,,601.7254929999999,602.7087038,602.7079124399999,605.2082780000001,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,24,0,96,1,,,,,605.2242526,606.2084500000001,606.2078102399997,608.7086586999999,None,1,,,607.2092158,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,24,1,97,3,,,,,608.7246603999997,609.7086006,609.7083244399997,,t,1,,0.7307684000002155,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,24,2,98,2,,,,,612.2238072,613.2081241999999,613.2071989399998,615.7087622999998,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,24,3,99,1,,,,,615.7243930999998,616.7086347999998,616.7083223400001,619.2084264999999,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,25,0,100,0,,,,,619.2246307,620.2085621000001,620.20779744,622.7085951999998,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,25,1,101,0,,,,,622.7242646,623.7090938000001,623.7078855400001,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,25,2,102,1,,,,,626.2237591999997,627.2074582,627.2092203399999,629.7069748999998,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,25,3,103,3,,,,,629.7231548999998,630.7077365,630.7073497399998,633.2073038999997,t,1,,0.9138767000008556,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,26,0,104,0,,,,,633.2236110000003,634.2062258999995,634.2059374400002,636.7072440000002,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,26,1,105,3,,,,,636.7228477999997,637.7064371999995,637.7060704399997,640.2071214999996,t,1,,0.8338676999997006,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,26,2,106,2,,,,,640.2228918999999,641.2062466999996,641.2058297399996,643.7066281999996,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,26,3,107,3,,,,,643.7230105999997,644.7055172999999,644.7052904400003,647.2065852999995,t,1,,0.7559314000004633,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,27,0,108,1,,,,,647.2229286000002,648.2064531999995,648.2064851399997,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,27,1,109,2,,,,,650.7216005,651.7055492999998,651.7047475400001,654.2051241999998,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,27,2,110,3,,,,,654.2213475999997,655.2049397999999,655.2046569399996,657.7052269999995,t,1,,0.9603969000004327,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,27,3,111,0,,,,,657.7218451999997,658.7048804999995,658.7047759399999,661.2046402999995,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,28,0,112,1,,,,,661.2214389999999,662.2046385000003,662.2041101399997,664.7053800000003,None,1,,,663.2054987000001,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,28,1,113,1,,,,,664.7209663000003,665.7046898999997,665.7040358399996,668.2050419999996,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,28,2,114,3,,,,,668.2212086999998,669.2044690000002,669.2042630399998,671.7041420999994,t,1,,0.7263833000001796,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,28,3,115,3,,,,,671.7212473999998,672.7040393999996,672.7037788399999,675.2044052000001,t,1,,1.085367000000133,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,29,0,116,3,,,,,675.2205370000001,676.2036265999996,676.20381444,678.7048162000001,t,1,,0.8410676000007697,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,29,1,117,3,,,,,678.7208545000003,679.7051251000003,679.7042040399998,682.2049907999999,t,1,,0.9955560000003061,680.7049318999998,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,29,2,118,2,,,,,682.2211525000002,683.2045355,683.2039628400004,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,29,3,119,1,,,,,685.7196397999996,686.7035097999997,686.7030259399995,689.2034715999998,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,30,0,120,3,,,,,689.2201382000003,690.2033116000002,690.2024804400004,692.7036501000002,t,1,,0.7226331000006212,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,30,1,121,2,,,,,692.7195159000003,693.7027069999995,693.7023168399998,696.2033028999995,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,30,2,122,1,,,,,696.2192164999997,697.2031630000001,697.2025098399996,699.7032767000001,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,30,3,123,2,,,,,699.7190177000002,700.7031317000001,700.7023643400004,703.2028767000002,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,31,0,124,2,,,,,703.2192911000002,704.2037186999996,704.2021875400002,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,31,1,125,1,,,,,706.7184012999996,707.7027940999997,707.7021871399999,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,31,2,126,1,,,,,710.2177613000003,711.2018188000002,711.2016313399996,713.7023429999999,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,31,3,127,0,,,,,713.7191419000001,714.7023386000001,714.7017249400002,717.2016045999999,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,32,0,128,1,,,,,717.2181576000003,718.2012549000001,718.2008910399996,720.7017895999998,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,32,1,129,2,,,,,720.7177253,721.7040687999997,721.7014784399995,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,32,2,130,3,,,,,724.2176696999995,725.2015793,725.2013504399998,727.7021008000002,t,1,,0.8556216000001768,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,32,3,131,3,,,,,727.7174118000003,728.7016598999999,728.7006468400001,731.2013797,t,1,,0.9957582000001821,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,33,0,132,1,,,,,731.2172616999997,732.2008512000002,732.2004003400003,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,33,1,133,0,,,,,734.7169279,735.7017819000002,735.7005231399995,738.2007249999997,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,33,2,134,2,,,,,738.2164669000003,739.2014288,739.2006741399997,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,33,3,135,0,,,,,741.7176199999994,742.7006695999999,742.7000051399997,745.2005748000001,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,34,0,136,1,,,,,745.2162467999997,746.1998885000003,746.1996485400001,748.6999000999995,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,34,1,137,2,,,,,748.7164929,749.6990969999997,749.6987798400002,752.2004016999999,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,34,2,138,1,,,,,752.2166797,753.2003907999997,753.19971124,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,34,3,139,2,,,,,755.7155119999998,756.6993563999995,756.6986347400003,759.2000564999998,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,35,0,140,0,,,,,759.2153392,760.1990333000003,760.1988044400001,762.6994198000002,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,35,1,141,2,,,,,762.7156021999999,763.6985945999995,763.6986752399995,766.1993385999995,None,1,,,764.6992119999995,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,35,2,142,1,,,,,766.2150431999999,767.1988752999996,767.1977645399999,769.6990435999996,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,35,3,143,2,,,,,769.7147041999997,770.6983219000003,770.6979761400004,773.1986753000001,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,36,0,144,0,,,,,773.2146142000001,774.1985938999997,774.1978816400002,,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,36,1,145,1,,,,,776.7147359999999,777.6980002,777.6975897400004,780.1983107999995,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,36,2,146,2,,,,,780.2147352000002,781.1977220999997,781.1970992399998,783.6980311999996,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,36,3,147,0,,,,,783.7142218999998,784.6970116000002,784.6971451400001,787.1970419999998,None,1,,,785.6978335000003,,,,,787.2132344000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,37,0,148,0,,,,,787.2132344000001,788.1967540999995,788.1965510400001,790.6970683999998,None,1,,,,,,,,790.7132216,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,37,1,149,0,,,,,790.7132216,791.6969437999996,791.6966140399996,794.1977545,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,37,2,150,1,,,,,794.2132618999995,795.1975621000001,795.1963236400003,797.7122926000002,None,1,,,,,,,,797.7122926000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,37,3,151,2,,,,,797.7122926000002,798.6974356000001,798.69673854,801.1972416999997,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,38,0,152,2,,,,,801.2142101,802.1973627999996,802.1971467399995,804.6981565999995,None,1,,,,,,,,,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,38,1,153,3,,,,,804.7135194000002,805.7133388000002,805.7134943400002,808.2130539999998,t,1,,0.8207173000005241,,,,,,808.2130539999998,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,38,2,154,2,,,,,808.2130539999998,809.2122963000002,809.2127867400001,811.7122879999997,None,1,,,,,,,,811.7122879999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,38,3,155,0,,,,,811.7122879999997,812.7114959,812.7120199400002,815.2122872999998,None,1,,,,,,,,815.2122872999998,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,39,0,156,2,,,,,815.2122872999998,816.2125317999999,816.2121995399999,818.7122361000002,None,1,,,,,,,,818.7122361000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,39,1,157,2,,,,,818.7122361000002,819.7114691999996,819.7116583399999,822.2120574,None,1,,,820.7123695,,,,,822.2120574,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,39,2,158,0,,,,,822.2120574,823.2113633999998,823.2117351399999,825.7110421999996,None,1,,,,,,,,825.7110421999996,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,39,3,159,1,,,,,825.7110421999996,826.7118328999995,826.7118979399999,829.2113386000001,None,1,,,,,,,,829.2113386000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,40,0,160,2,,,,,829.2113386000001,830.2110573,830.2109884400003,832.7110959000001,None,1,,,,,,,,832.7110959000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,40,1,161,2,,,,,832.7110959000001,833.7116338999995,833.7121802400003,836.2101262999995,None,1,,,,,,,,836.2101262999995,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,40,2,162,0,,,,,836.2101262999995,837.2107718999996,837.2104423400002,839.7101265000001,None,1,,,,,,,,839.7101265000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,40,3,163,1,,,,,839.7101265000001,840.7098022,840.7105264400003,843.2110124000001,None,1,,,,,,,,843.2110124000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,41,0,164,0,,,,,843.2110124000001,844.2104658999997,844.2104826399997,846.7096634999998,None,1,,,,,,,,846.7096634999998,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
