trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,Cross.started,Rest.started,ModulatedTone.started,Rest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,24.738472800003365,24.738472800003365,space,181.4793644999736,,,,,,,michael_assr,001,2023-10-31_16h00.42.954,ASSR3,2022.2.5,60.27796580888171,
,,,,,,,,,,,,206.23782660003053,211.3046720000566,211.3046720000566,211.3046720000566,221.2383454400173,221.33756240003277,,,,,,,
