trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,text_2.started,CloseEyes.started,ModulatedTone.started,OpenEyes.started,CloseEyes.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,29.24502199998824,29.24502199998824,space,142.05187140000635,,,,,,324958,001,2023-11-06_14h27.51.705,ASSR3,2022.2.5,59.82832858919806,
0,0,0,0,,,,,171.32370639999863,176.4169583999901,206.32291636665857,206.32306189998053,206.42288859997643,324958,001,2023-11-06_14h27.51.705,ASSR3,2022.2.5,59.82832858919806,
,,,,,,,,,236.42792979997466,,,,,,,,,,
