trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,48.455898199999865,48.455898199999865,space,104.30500049999864,,,,,LarsHuginShield1016,001,2023-10-16_15h12.50.802,ASSR3,2022.2.5,60.70886094400589,
,,,,,,,,,,,,152.8468372999996,152.8468372999996,162.78316705999987,162.8480608000009,,,,,,,
