trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,text_2.started,CloseEyes.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,22.156643699971028,22.156643699971028,space,180.07726250006817,,,961492,001,2023-11-10_13h32.33.593,ASSR3,2022.2.5,60.02083925432241,
,,,,,,,,202.2517001000233,207.32856130006257,,,,,,,
