trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,text_2.started,text_4.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,23.060196399999768,23.060196399999768,space,38.58374469999944,,,,,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,0,0,0,0,,,,,61.68352980000054,61.68352980000054,63.66694535000033,63.684852299999875,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,1,0,1,0,,,,,68.69642060000024,68.69642060000024,70.66124615000035,70.71195009999974,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,2,0,2,0,,,,,75.68738050000047,75.68738050000047,77.6539692500005,77.70306690000052,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,3,0,3,0,,,,,82.70268769999984,82.70268769999984,84.66845055000022,84.71436390000054,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,4,0,4,0,,,,,89.70960879999984,89.70960879999984,91.66113335,91.72244959999989,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,5,0,5,0,,,,,96.68590589999985,96.68590589999985,98.66733154999974,98.68296720000035,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,6,0,6,0,,,,,103.69694140000047,103.69694140000047,105.66202565000049,105.7125815999998,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,7,0,7,0,,,,,110.68776080000043,110.68776080000043,112.65635225000051,112.68797340000037,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,8,0,8,0,,,,,117.69900760000019,117.69900760000019,119.66376214999991,119.71342999999979,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,9,0,9,0,,,,,124.7105633000001,124.7105633000001,126.65664725000033,126.72762430000057,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
0,0,0,0,,,,,,,,,,,,,131.68530009999995,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,0,0,0,0,,,,,136.69755929999974,136.69755929999974,138.66566215000012,138.69568510000045,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,1,0,1,0,,,,,143.6912886,143.6912886,145.65875095,145.6894056000001,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,2,0,2,0,,,,,150.71635090000018,150.71635090000018,152.6658617500002,152.71636519999993,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,3,0,3,0,,,,,157.69505930000014,157.69505930000014,159.6596447500001,159.70917660000032,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,4,0,4,0,,,,,164.69164739999997,164.69164739999997,166.65359345000024,166.7031509999997,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,5,0,5,0,,,,,171.68303879999985,171.68303879999985,173.66314925000052,173.68060229999992,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,6,0,6,0,,,,,178.69222499999978,178.69222499999978,180.65664865000008,180.7064191999998,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,7,0,7,0,,,,,185.6847727000004,185.6847727000004,187.6663729500001,187.6828673,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,8,0,8,0,,,,,192.69461890000002,192.69461890000002,194.6611101499998,194.7130570999998,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,9,0,9,0,,,,,199.68945040000017,199.68945040000017,201.6596731499999,201.6872671000001,,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
1,0,1,0,,,,,,,,,,,,,206.70216919999984,,,845137,001,2023-10-12_13h44.00.423,ASSR3,2022.2.5,None,
,,,,,,,,,,,,,,,,,211.68035560000044,211.68035560000044,,,,,,,
