trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,text_2.started,CloseEyes.started,ModulatedTone.started,OpenEyes.started,CloseEyes.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.489438099990366,14.489438099990366,space,54.492060900025535,,,,,,926811,001,2023-11-06_14h59.26.649,ASSR3,2022.2.5,60.155296906491415,
0,0,0,0,,,,,69.01336379998247,74.10871999998926,104.0140453999833,104.01452289998997,104.11431299999822,926811,001,2023-11-06_14h59.26.649,ASSR3,2022.2.5,60.155296906491415,
,,,,,,,,,134.10314759999164,,,,,,,,,,
