trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,text_2.started,text_4.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.73445090000314,15.73445090000314,space,36.880299799995555,,,,,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
0,0,0,0,0,0,0,0,,,,,52.72216019999905,52.72216019999905,62.6304671500031,62.73096500000247,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
0,0,0,0,1,0,1,0,,,,,122.75652770000306,122.75652770000306,132.63330185000012,132.7651371000029,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
0,0,0,0,2,0,2,0,,,,,192.74278770000092,192.74278770000092,202.63323495000003,202.75260240000352,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
0,0,0,0,3,0,3,0,,,,,262.72745930000383,262.72745930000383,272.6353319500042,272.7346938000046,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
0,0,0,0,4,0,4,0,,,,,332.7289116000029,332.7289116000029,342.63798945000525,342.7362687999994,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
0,0,0,0,,,,,,,,,,,,,402.64703140000347,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
1,0,1,0,0,0,0,0,,,,,407.70886410000094,407.70886410000094,417.63322685000384,417.7151053999987,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
1,0,1,0,1,0,1,0,,,,,477.72511320000194,477.72511320000194,487.6348954499983,487.73802100000466,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
1,0,1,0,2,0,2,0,,,,,547.7264164000007,547.7264164000007,557.6348228499985,557.7386053000009,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
1,0,1,0,3,0,3,0,,,,,617.7294370000018,617.7294370000018,627.6387056500018,627.7364626000053,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
1,0,1,0,4,0,4,0,,,,,687.7305478000053,687.7305478000053,697.6404644499992,697.7418154000043,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
1,0,1,0,,,,,,,,,,,,,757.6655002000043,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
2,0,2,0,0,0,0,0,,,,,762.7105512999988,762.7105512999988,772.6365148500038,772.7176772000021,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
2,0,2,0,1,0,1,0,,,,,832.7271938999984,832.7271938999984,842.6376841500016,842.7382572999995,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
2,0,2,0,2,0,2,0,,,,,902.7288088999994,902.7288088999994,912.6417429499991,912.7420783000052,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
2,0,2,0,3,0,3,0,,,,,972.7294967000053,972.7294967000053,982.638684650002,982.7413916000005,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
2,0,2,0,4,0,4,0,,,,,1042.7328847000026,1042.7328847000026,1052.6431614500027,1052.7425346000018,,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
2,0,2,0,,,,,,,,,,,,,1112.6659933000046,,,324186,001,2023-10-20_14h52.11.233,ASSR3,2022.2.5,58.85953759967153,
,,,,,,,,,,,,,,,,,1117.6513067999986,1117.6513067999986,,,,,,,
