trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,ModulatedTone.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.643129100091755,9.643129100091755,space,1.2896050999406725,,,,,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,0,0,0,0,,,,,11.004787400132045,11.004787400132045,11.454900139966048,11.50491730007343,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,1,0,1,0,,,,,13.535690000047907,13.535690000047907,13.952393739973195,14.035084899980575,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,2,0,2,0,,,,,16.03346740012057,16.03346740012057,16.45032874008175,16.533266399987042,18.464160700095817,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,3,0,3,0,,,,,18.53182639996521,18.53182639996521,18.948482840112412,19.03116749995388,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,4,0,4,0,,,,,21.044624299975112,21.044624299975112,21.444894539914095,21.545474899932742,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,5,0,5,0,,,,,23.52574780001305,23.52574780001305,23.94312964009587,24.026412300067022,25.974073800025508,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,6,0,6,0,,,,,26.04076880007051,26.04076880007051,26.456991039938295,26.540697199990973,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,7,0,7,0,,,,,28.538413899950683,28.538413899950683,28.95580143996049,29.03800079994835,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,8,0,8,0,,,,,31.035965699935332,31.035965699935332,31.45325554001611,31.53663119999692,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,9,0,9,0,,,,,33.53358329995535,33.53358329995535,33.94998093999457,34.0335910001304,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,10,0,10,0,,,,,36.03152019996196,36.03152019996196,36.44778743993957,36.531506600091234,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,11,0,11,0,,,,,38.512564399978146,38.512564399978146,38.94592703997623,39.0124353999272,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,12,0,12,0,,,,,41.043382399948314,41.043382399948314,41.44313923993614,41.543016500072554,43.47412270004861,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,13,0,13,0,,,,,43.54122649994679,43.54122649994679,43.941778939939105,44.04091380001046,45.97193370014429,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,14,0,14,0,,,,,46.02217769995332,46.02217769995332,46.45563653998543,46.52352709998377,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,15,0,15,0,,,,,48.536395699949935,48.536395699949935,48.95334903991316,49.03695229999721,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,16,0,16,0,,,,,51.034022599924356,51.034022599924356,51.45082414012868,51.533804500009865,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,17,0,17,0,,,,,53.548625299939886,53.548625299939886,53.948086140002125,54.048053700011224,55.96230210014619,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,18,0,18,0,,,,,56.01286959997378,56.01286959997378,56.445358440070414,56.5126629001461,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,19,0,19,0,,,,,58.52694860007614,58.52694860007614,58.94372994012665,59.0270879000891,60.97393890004605,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,20,0,20,0,,,,,61.02470419998281,61.02470419998281,61.44413644007873,61.524400300113484,63.47177079995163,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,21,0,21,0,,,,,63.538969200104475,63.538969200104475,63.95648733994458,64.03917080000974,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,22,0,22,0,,,,,66.03614500002004,66.03614500002004,66.45347323992755,66.53748530009761,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,23,0,23,0,,,,,68.5336448000744,68.5336448000744,68.95148703993763,69.03454100014642,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,24,0,24,0,,,,,71.048592899926,71.048592899926,71.44885703993495,71.54866650002077,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,25,0,25,0,,,,,73.52946430002339,73.52946430002339,73.94883374010678,74.02968699997291,,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
0,0,0,0,26,0,26,0,,,,,76.0273581999354,76.0273581999354,76.44402514004614,76.52805329998955,78.47438449994661,737955,001,2023-10-10_13h26.12.342,ASSR3,2022.2.5,60.0723631181935,
