trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,text_2.started,CloseEyes.started,ModulatedTone.started,OpenEyes.started,CloseEyes.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,20.39843210001709,20.39843210001709,space,42.25329039999633,,,,,,990190,001,2023-11-06_15h35.23.919,ASSR3,2022.2.5,60.277130135051436,
,,,,,,,,62.67061020000256,67.76556510000955,97.65575635000422,97.65410780001548,97.77144989999942,,,,,,,
