trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,text_2.started,Cross.started,Rest.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.25352309999289,11.25352309999289,space,172.78346140000212,,,,425084,001,2023-10-31_10h25.21.638,ASSR3,2022.2.5,60.072760126871046,
,,,,,,,,,,,,184.05354309998802,189.13118089998898,189.13118089998898,,,,,,,
