trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,ModulatedTone.stopped,key_resp_3.started,text_2.started,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,0,0,0,0,,,,,962.9207678000676,962.9207678000676,965.3352906500804,965.418563800049,975.3593666000525,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,1,0,1,0,,,,,975.4624967999989,975.4624967999989,977.8407910500537,977.9750016999897,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,2,0,2,0,,,,,987.9482416000683,987.9482416000683,990.3302992500248,990.4623323000269,1000.3532726999838,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,3,0,3,0,,,,,1000.4526554000331,1000.4526554000331,1002.8337927500834,1002.9507352999644,1012.8590811999748,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,4,0,4,0,,,,,1012.9582274999702,1012.9582274999702,1015.3402769499808,1015.4721409999765,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,5,0,5,0,,,,,1025.4308065000223,1025.4308065000223,1027.8272219499922,1027.945173199987,1037.8511554000434,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,6,0,6,0,,,,,1037.9518666999647,1037.9518666999647,1040.3323746499955,1040.465548700071,1050.3577861000085,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,7,0,7,0,,,,,1050.4562602000078,1050.4562602000078,1052.8377267500036,1052.9700609999709,1062.862406500033,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,8,0,8,0,,,,,1062.9441172999796,1062.9441172999796,1065.3273046500399,1065.4595114999684,1075.3518004000653,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,9,0,9,0,,,,,1075.4490733999992,1075.4490733999992,1077.83040825004,1077.9655970999738,1087.854444500059,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,10,0,10,0,,,,,1087.9566198000684,1087.9566198000684,1090.3354688500403,1090.469562400016,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,11,0,11,0,,,,,1100.458979899995,1100.458979899995,1102.8450577500626,1102.9593182000099,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,12,0,12,0,,,,,1112.9470598000335,1112.9470598000335,1115.328733649978,1115.4466531999642,1125.369053900009,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,13,0,13,0,,,,,1125.4576876000501,1125.4576876000501,1127.834790449997,1127.968084000051,1137.8608444000129,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,14,0,14,0,,,,,1137.9414469000185,1137.9414469000185,1140.3384552500793,1140.4561086000176,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,15,0,15,0,,,,,1150.445962900063,1150.445962900063,1152.829069749976,1152.9607068999903,1162.8519059000537,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,16,0,16,0,,,,,1162.9546082000015,1162.9546082000015,1165.3324894500547,1165.466261100024,1175.3556908000028,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,17,0,17,0,,,,,1175.4553384999745,1175.4553384999745,1177.8365922499797,1177.9710094999755,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,18,0,18,0,,,,,1187.9468819000758,1187.9468819000758,1190.3450549500412,1190.4588428999996,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,19,0,19,0,,,,,1200.4331820000662,1200.4331820000662,1202.8299368500593,1202.9469587000785,1212.8544530000072,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,20,0,20,0,,,,,1212.9540274000028,1212.9540274000028,1215.336282650067,1215.4720083000138,1225.3607060000068,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,21,0,21,0,,,,,1225.4602650000015,1225.4602650000015,1227.8417515500332,1227.9739434999647,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,22,0,22,0,,,,,1237.9310544000473,1237.9310544000473,1240.3278799499967,1240.4450838000048,1250.3519855000777,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,23,0,23,0,,,,,1250.4356281000655,1250.4356281000655,1252.8343718500691,1252.950392400031,1262.8577733000275,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,24,0,24,0,,,,,1262.9408917999826,1262.9408917999826,1265.3391140499734,1265.4547928000102,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
1,0,1,0,,,,,,,,,,,,,,1275.362910500029,1275.362910500029,space,21.026480600005016,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,0,0,0,0,,,,,1296.4941187000368,1296.4941187000368,1298.9070177500253,1299.0088468000758,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,1,0,1,0,,,,,1309.0159020000137,1309.0159020000137,1311.3969510499737,1311.5293265000219,1321.4227238000603,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,2,0,2,0,,,,,1321.5356595000485,1321.5356595000485,1323.9020131499856,1324.0345936999656,1333.9255907000042,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,3,0,3,0,,,,,1334.0251186999958,1334.0251186999958,1336.4058429500437,1336.539115600055,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,4,0,4,0,,,,,1346.5123618000653,1346.5123618000653,1348.9120875499793,1349.0316370000364,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,5,0,5,0,,,,,1359.0009885000763,1359.0009885000763,1361.4026594500174,1361.5165987999644,1371.4224881000118,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,6,0,6,0,,,,,1371.5224771000212,1371.5224771000212,1373.9044725499698,1374.0384006999666,1383.9274547999958,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,7,0,7,0,,,,,1384.028778100037,1384.028778100037,1386.4084184499807,1386.5415107000154,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,8,0,8,0,,,,,1396.5153596000746,1396.5153596000746,1398.8978116500075,1399.0308523999993,1408.921713000047,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,9,0,9,0,,,,,1409.00820260006,1409.00820260006,1411.401526850008,1411.5188749000663,1421.4256242000265,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,10,0,10,0,,,,,1421.54273310001,1421.54273310001,1423.9091476500616,1424.057116699987,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,11,0,11,0,,,,,1434.015135099995,1434.015135099995,1436.3951093500364,1436.5281811000314,1446.4189743000316,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,12,0,12,0,,,,,1446.5043263999978,1446.5043263999978,1448.901501150045,1449.0167013000464,1458.9243747000583,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,13,0,13,0,,,,,1459.007142300019,1459.007142300019,1461.4080887500313,1461.5222792000277,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,14,0,14,0,,,,,1471.515745599987,1471.515745599987,1473.9110493499902,1474.0277057000203,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,15,0,15,0,,,,,1484.016889899969,1484.016889899969,1486.4001166499802,1486.5326492000604,1496.4397150999866,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,16,0,16,0,,,,,1496.5223952999804,1496.5223952999804,1498.905504650029,1499.0368351000361,1508.9268913000124,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,17,0,17,0,,,,,1509.0278788000578,1509.0278788000578,1511.4084008500795,1511.5424183000578,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,18,0,18,0,,,,,1521.5167440000223,1521.5167440000223,1523.896924050001,1524.0139927000273,1533.9209286000114,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,19,0,19,0,,,,,1534.020281800069,1534.020281800069,1536.4013533499674,1536.537181199994,1546.4261022000574,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,20,0,20,0,,,,,1546.5096937000053,1546.5096937000053,1548.9067506499705,1549.0237147000153,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,21,0,21,0,,,,,1559.0133591999765,1559.0133591999765,1561.3958030500798,1561.5291944000637,1571.4197814000072,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,22,0,22,0,,,,,1571.5022827000357,1571.5022827000357,1573.899563950079,1574.0162950999802,1583.9245177999837,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,23,0,23,0,,,,,1584.0233067000518,1584.0233067000518,1586.4083124499884,1586.5395307000726,,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
2,0,2,0,24,0,24,0,,,,,1596.5128303000238,1596.5128303000238,1598.8955102500622,1599.0098601999925,1608.918331700028,,,,,LeviShieldd,001,2023-10-06_15h29.49.177,ASSR2,2022.2.5,60.33957908389284,
,,,,,,,,,,,,,,,,,1608.9341516999993,1608.9341516999993,,,,,,,,,
