trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,text_2.started,CloseEyes.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.171201499993913,15.171201499993913,space,48.103053800005,,,571236,001,2023-11-07_13h02.52.928,ASSR3,2022.2.5,60.13688357356186,
,,,,,,,,63.30202679999638,68.37824930000352,,,,,,,
