trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,ModulatedTone.stopped,text_2.started,text_4.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,8,0,8,0,,,,,261.14736229996197,261.14736229996197,263.04621233993674,263.16262750001624,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,9,0,9,0,,,,,268.15835410007276,268.15835410007276,270.0410462400643,270.1728735000361,275.0690125001129,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,,,,,,,,,,,,,,275.0868633000646,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,0,0,0,0,,,,,280.12981820013374,280.12981820013374,282.0461447401205,282.12835530005395,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,1,0,1,0,,,,,287.15986150014214,287.15986150014214,289.0401104399236,289.17168439994566,294.0667409999296,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,2,0,2,0,,,,,294.150197400013,294.150197400013,296.0490571399452,296.1488981000148,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,3,0,3,0,,,,,301.1432110001333,301.1432110001333,303.04218474000226,303.16200289991684,308.07077420013957,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,4,0,4,0,,,,,308.1554054999724,308.1554054999724,310.05297773999627,310.17232870007865,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,5,0,5,0,,,,,315.14669839991257,315.14669839991257,317.0464435400674,317.1460452999454,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,6,0,6,0,,,,,322.14090380002744,322.14090380002744,324.0401614400791,324.13926710002124,329.06861299998127,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,7,0,7,0,,,,,329.150891300058,329.150891300058,331.0493891401449,331.1661316999234,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,8,0,8,0,,,,,336.1606666999869,336.1606666999869,338.04293973993043,338.1595922000706,343.0715908999555,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,9,0,9,0,,,,,343.1545683001168,343.1545683001168,345.0534550400218,345.16970710013993,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
2,0,2,0,,,,,,,,,,,,,,350.0814861000981,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,0,0,0,0,,,,,355.12698250007816,355.12698250007816,357.04514433995354,357.12539830012247,362.0705401999876,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,1,0,1,0,,,,,362.18629240011796,362.18629240011796,364.05269684006925,364.1857477000449,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,2,0,2,0,,,,,369.1462123999372,369.1462123999372,371.0457829399267,371.1464454999659,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,3,0,3,0,,,,,376.14090220001526,376.14090220001526,378.0559714400908,378.155429400038,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,4,0,4,0,,,,,383.15333970007487,383.15333970007487,385.0491924399277,385.16600520000793,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,5,0,5,0,,,,,390.14368969993666,390.14368969993666,392.04290223999413,392.1431299999822,397.0711563001387,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,6,0,6,0,,,,,397.17410170007497,397.17410170007497,399.0536017400911,399.1857229000889,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,7,0,7,0,,,,,404.16411849996075,404.16411849996075,406.0458875400247,406.1793784000911,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,8,0,8,0,,,,,411.1408633000683,411.1408633000683,413.04068984014447,413.14004250010476,418.067721700063,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,9,0,9,0,,,,,418.1506238000002,418.1506238000002,420.04969434014055,420.1658137999475,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
3,0,3,0,,,,,,,,,,,,,,425.07792069995776,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,0,0,0,0,,,,,430.1391308999155,430.1391308999155,432.05506334004457,432.1382311999332,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,1,0,1,0,,,,,437.1681133999955,437.1681133999955,439.04859544003847,439.18169150012545,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,2,0,2,0,,,,,444.1265457000118,444.1265457000118,446.0428333400516,446.14202399994247,451.0702720999252,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,3,0,3,0,,,,,451.13618739997037,451.13618739997037,453.0521973401075,453.13604460004717,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,4,0,4,0,,,,,458.1472247999627,458.1472247999627,460.0456507400842,460.1621684001293,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,5,0,5,0,,,,,465.1565080001019,465.1565080001019,467.05653063992503,467.17231320007704,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,6,0,6,0,,,,,472.1668545000721,472.1668545000721,474.04912384010385,474.1659876999911,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,7,0,7,0,,,,,479.1437037999276,479.1437037999276,481.04291724010835,481.1431539999321,486.0558448000811,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,8,0,8,0,,,,,486.13735980005004,486.13735980005004,488.0528658399591,488.1528568000067,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,9,0,9,0,,,,,493.14756519999355,493.14756519999355,495.0463799400488,495.1626943999436,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
4,0,4,0,,,,,,,,,,,,,,500.0752358001191,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
,,,,,,,,,,,,,,,,,,505.07076720008627,505.07076720008627,,,,,,,
