trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,ModulatedTone.stopped,text_2.started,text_4.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.52916199993342,21.52916199993342,space,108.50561390002258,,,,,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,0,0,0,0,,,,,130.13698350009508,130.13698350009508,132.05262234008404,132.1534941000864,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,1,0,1,0,,,,,137.14688759995624,137.14688759995624,139.04685913997236,139.14602220011875,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,2,0,2,0,,,,,144.13983880006708,144.13983880006708,146.03983394003006,146.13910260004923,151.0669722999446,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,3,0,3,0,,,,,151.15072449995205,151.15072449995205,153.04938403998966,153.16560990014113,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,4,0,4,0,,,,,158.16052770009264,158.16052770009264,160.04339764004106,160.1755892999936,165.07104710000567,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,5,0,5,0,,,,,165.15429470012896,165.15429470012896,167.0532128400402,167.16997899999842,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,6,0,6,0,,,,,172.14751840010285,172.14751840010285,174.0469985401025,174.14899650006555,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,7,0,7,0,,,,,179.1408593999222,179.1408593999222,181.04003453992772,181.13954799994826,186.0674272000324,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,8,0,8,0,,,,,186.13465610006824,186.13465610006824,188.04969524003099,188.1495260000229,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,9,0,9,0,,,,,193.1451447000727,193.1451447000727,195.04350384015123,195.1599246999249,200.07364369998686,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
0,0,0,0,,,,,,,,,,,,,,200.08904580003582,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,0,0,0,0,,,,,205.13416650006548,205.13416650006548,207.04885574004146,207.1483815999236,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,1,0,1,0,,,,,212.14338129991665,212.14338129991665,214.04290123998652,214.15938069997355,219.0704504000023,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,2,0,2,0,,,,,219.15418289997615,219.15418289997615,221.05241163999307,221.1521586999297,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,3,0,3,0,,,,,226.14679519995116,226.14679519995116,228.04555414004716,228.14530030009337,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,4,0,4,0,,,,,233.1412452000659,233.1412452000659,235.0405800400069,235.15627619996667,240.06747710006312,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,5,0,5,0,,,,,240.1506724001374,240.1506724001374,242.04951684006954,242.16594889992848,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,6,0,6,0,,,,,247.14400540012866,247.14400540012866,249.0433302399935,249.1430840000976,254.0712844999507,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
1,0,1,0,7,0,7,0,,,,,254.17104099993594,254.17104099993594,256.05415214009116,256.186372499913,,,,,LeviShield,001,2023-10-11_15h19.38.424,ASSR3,2022.2.5,60.335829197646,
