trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,ModulatedTone.stopped,text_2.started,text_4.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
2,0,2,0,6,0,6,0,,,,,302.1327772999648,302.1327772999648,304.0333689898718,304.1319567000028,309.06060159998015,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
2,0,2,0,7,0,7,0,,,,,309.1425047998782,309.1425047998782,311.0420465898234,311.14331689989194,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
2,0,2,0,8,0,8,0,,,,,316.1400515998248,316.1400515998248,318.0354648898821,318.15309749986045,323.06316319992766,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
2,0,2,0,9,0,9,0,,,,,323.1461453998927,323.1461453998927,325.04651238983496,325.14594059996307,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
2,0,2,0,,,,,,,,,,,,,,330.07298889989033,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,0,0,0,0,,,,,335.11867499980144,335.11867499980144,337.0352428898215,337.12062529986724,342.06271819979884,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,1,0,1,0,,,,,342.1462394997943,342.1462394997943,344.0454652898945,344.1605952999089,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,2,0,2,0,,,,,349.1385439999867,349.1385439999867,351.0377101898659,351.1382940998301,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,3,0,3,0,,,,,356.1322760998737,356.1322760998737,358.0492192898411,358.13136869994923,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,4,0,4,0,,,,,363.63469599979,363.63469599979,365.0414901900105,365.6407697999384,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,5,0,5,0,,,,,370.13571959990077,370.13571959990077,372.0348100897856,372.15147449984215,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,6,0,6,0,,,,,377.14615249983035,377.14615249983035,379.0448587898165,379.14466579980217,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,7,0,7,0,,,,,384.13974909996614,384.13974909996614,386.03849838981404,386.1551207997836,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,8,0,8,0,,,,,391.13293579989113,391.13293579989113,393.03176198997534,393.1489466999192,398.06007609982044,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,9,0,9,0,,,,,398.14301599981263,398.14301599981263,400.0424732899293,400.15900959982537,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
3,0,3,0,,,,,,,,,,,,,,405.07030839985237,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,0,0,0,0,,,,,410.1154665998183,410.1154665998183,412.04795658988877,412.11422769981436,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,1,0,1,0,,,,,417.14193269982934,417.14193269982934,419.0410719898529,419.15697139990516,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,2,0,2,0,,,,,424.13780649984255,424.13780649984255,426.03717468986287,426.1519141998142,431.06264129979536,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,3,0,3,0,,,,,431.1457425998524,431.1457425998524,433.0447007900104,433.16092579998076,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,4,0,4,0,,,,,438.1388330999762,438.1388330999762,440.0409921899438,440.15439269994386,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,5,0,5,0,,,,,445.1322289998643,445.1322289998643,447.0482130898628,447.1315188999288,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,6,0,6,0,,,,,452.1426895998884,452.1426895998884,454.0415620899759,454.15914139989763,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,7,0,7,0,,,,,459.1361999998335,459.1361999998335,461.0351989898365,461.1514156998601,466.0635229998734,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,8,0,8,0,,,,,466.146790899802,466.146790899802,468.0450892898254,468.1451324999798,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,9,0,9,0,,,,,473.1414313998539,473.1414313998539,475.0383872900158,475.15642239991575,,,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
4,0,4,0,,,,,,,,,,,,,,480.066495699808,,,LeviShield,001,2023-10-11_15h42.49.479,ASSR3,2022.2.5,59.700316391151084,
,,,,,,,,,,,,,,,,,,485.0626292999368,485.0626292999368,,,,,,,
