trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,77.25461190000351,77.25461190000351,space,91.99129600000015,,,949045,001,2023-10-13_13h26.14.501,ASSR3,2022.2.5,61.22423990214069,
,,,,,,,,,,,,169.34468899999774,169.34468899999774,,,,,,,
