trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,ModulatedTone.started,text_3.stopped,text_2.started,text_4.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,26.10323789998074,26.10323789998074,space,47.69780799999717,,,,,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
0,0,0,0,0,0,0,0,,,,,73.88507140000002,73.88507140000002,83.81022921999684,83.89463929997873,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
0,0,0,0,1,0,1,0,,,,,143.88678410000284,143.88678410000284,153.81111761998037,153.89606999998796,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
0,0,0,0,2,0,2,0,,,,,213.90448529997957,213.90448529997957,223.81216762000113,223.912817000004,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
0,0,0,0,3,0,3,0,,,,,283.88842569998815,283.88842569998815,293.81416672000194,293.90038969999296,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
0,0,0,0,4,0,4,0,,,,,353.8906081999885,353.8906081999885,363.8157290199946,363.8996122999815,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
0,0,0,0,,,,,,,,,,,,,423.841022299981,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
1,0,1,0,0,0,0,0,,,,,428.87007549998816,428.87007549998816,438.8134400199982,438.87868470000103,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
1,0,1,0,1,0,1,0,,,,,498.8884223999921,498.8884223999921,508.812708119984,508.89616199999,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
1,0,1,0,2,0,2,0,,,,,568.8898285999894,568.8898285999894,578.8148188199906,578.8974937000021,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
1,0,1,0,3,0,3,0,,,,,638.8904610000027,638.8904610000027,648.8155002199986,648.8989104999928,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
1,0,1,0,4,0,4,0,,,,,708.8924477999972,708.8924477999972,718.8167776200047,718.8994557999831,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
1,0,1,0,,,,,,,,,,,,,778.8275954999845,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
2,0,2,0,0,0,0,0,,,,,783.8880409999983,783.8880409999983,793.8139654199825,793.8989309000026,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
2,0,2,0,1,0,1,0,,,,,853.8899115999811,853.8899115999811,863.8147326200036,863.8981334999844,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
2,0,2,0,2,0,2,0,,,,,923.8919731999922,923.8919731999922,933.8155195200001,933.8992149999831,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
2,0,2,0,3,0,3,0,,,,,993.8929088999867,993.8929088999867,1003.816586020001,1003.9014731999778,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
2,0,2,0,4,0,4,0,,,,,1063.89328259998,1063.89328259998,1073.8186740199803,1073.9018226999906,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
2,0,2,0,,,,,,,,,,,,,1133.8450858999859,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
3,0,3,0,0,0,0,0,,,,,1138.8752342999796,1138.8752342999796,1148.8159095200012,1148.8810746999807,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
3,0,3,0,1,0,1,0,,,,,1208.8915754999907,1208.8915754999907,1218.8157374200005,1218.9004075999837,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
3,0,3,0,2,0,2,0,,,,,1278.9090491999814,1278.9090491999814,1288.8174373199931,1288.9173516999872,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
3,0,3,0,3,0,3,0,,,,,1348.893127999996,1348.893127999996,1358.8187109199994,1358.903293499985,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
3,0,3,0,4,0,4,0,,,,,1418.8960549999902,1418.8960549999902,1428.8212213199936,1428.9032431999804,,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
3,0,3,0,,,,,,,,,,,,,1488.8480929999787,,,429327,001,2023-10-18_14h11.34.958,ASSR3,2022.2.5,59.94758182961357,
,,,,,,,,,,,,,,,,,1493.8276628000021,1493.8276628000021,,,,,,,
