trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,Cross.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.651278899982572,11.651278899982572,space,44.032668300002115,,,351084,001,2023-10-19_11h22.45.658,ASSR3,2022.2.5,60.13474995165574,
,,,,,,,,,,,,55.77842329998384,55.77842329998384,,,,,,,
