trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,29.653311300000496,29.653311300000496,space,1.51636829999552,,001,2023-11-01_17h42.15.190,Oddball_task,2022.2.5,59.94790527056727,
