trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,feedback_text.started,response.rt,sound_1.stopped,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,fixation.stopped,thank_you.started,exit_exp.started,thank_you.stopped,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,13,4,69,1,,,,,421.85031939999317,422.8340850000095,422.8341467600112,425.33578839999973,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,14,0,70,2,,,,,425.35287639999297,426.33519509999314,426.3363148599892,428.8367149999831,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,14,1,71,4,,,,,428.8541158000007,429.8372137999977,429.8374325600016,432.33812410000246,t,1,,0.785865499987267,430.8374533999886,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,14,2,72,1,,,,,432.35485470001004,433.3389767000044,433.3391834600043,435.8395967000106,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,14,3,73,0,,,,,435.85627839999506,436.84001980000176,436.84072265999566,439.341448399995,None,1,,,437.84096679999493,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,14,4,74,3,,,,,439.35777619999135,440.3415937999962,440.3415978599951,442.84314159999485,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,15,0,75,2,,,,,442.8595290000085,443.8437577000004,443.8439700599847,446.3451204999874,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,15,1,76,3,,,,,446.36071919999085,447.3444271000044,447.3447809599893,449.84628179998253,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,15,2,77,0,,,,,449.8619921999925,450.8459920999885,450.84597146000306,453.3471409000049,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,15,3,78,4,,,,,453.36425569999847,454.3310205999878,454.3335253599944,456.8323027000006,t,1,,0.7249360000132583,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,15,4,79,1,,,,,456.8663801999937,457.83271680001053,457.8324551599944,460.3333316000062,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,16,0,80,1,,,,,460.3500648000045,461.3336885999888,461.33372005999263,463.8347192000074,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,16,1,81,0,,,,,463.8513254999998,464.83493859999,464.835132460008,467.3364880000008,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,16,2,82,2,,,,,467.3531054999912,468.3363057000097,468.33648375999474,470.8381384999957,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,16,3,83,4,,,,,470.85466809998616,471.83767439998337,471.8381916599901,474.33922709999024,t,1,,0.7061132999951951,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,16,4,84,3,,,,,474.35670040000696,475.33982709998963,475.3399556600052,477.8407089000102,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,17,0,85,2,,,,,477.85728460000246,478.8412671999831,478.8414571600006,481.34350719998474,None,1,,,479.8415932999924,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,17,1,86,3,,,,,481.3600334000075,482.343790599989,482.34310536000703,484.8439825999958,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,17,2,87,4,,,,,484.860273600003,485.8439657999843,485.84481525998854,488.34585670000524,t,1,,0.7678198000066914,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,17,3,88,1,,,,,488.36177769998903,489.345684800006,489.3459335600055,491.8468894000107,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,17,4,89,0,,,,,491.8636770999874,492.84685719999834,492.8484483600041,495.3484536999895,None,1,,,493.84766440000385,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,18,0,90,1,,,,,495.36478279999574,496.33180549999815,496.33200986000884,498.83287350001046,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,18,1,91,3,,,,,498.85032050000154,499.834202500002,499.83374275999086,502.33467609999934,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,18,2,92,2,,,,,502.3520152999845,503.33546000000206,503.33531455999764,505.83646980000776,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,18,3,93,4,,,,,505.8528929000022,506.83690860000206,506.8364520599862,509.3377291999932,t,1,,0.8960898999939673,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,18,4,94,0,,,,,509.3542162000085,510.3375459999952,510.33802156000456,512.8392244999995,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,19,0,95,1,,,,,512.8558972000028,513.840083099989,513.839749360006,516.3406432000047,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,19,1,96,3,,,,,516.3572617000027,517.3414969999867,517.3412119599961,519.8417218000104,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,19,2,97,4,,,,,519.8593278999906,520.8420026999956,520.8419192599977,523.3437743999821,t,1,,0.6654092000098899,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,19,3,98,2,,,,,523.3602616999997,524.3456981999916,524.3445886600093,526.8448022000084,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,19,4,99,0,,,,,526.8615465000039,527.8461042999988,527.8453939600004,530.3464165999903,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,20,0,100,4,,,,,530.3647424000083,531.3467067999882,531.3471410600032,533.8480989999953,t,1,,0.7410088999895379,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,20,1,101,3,,,,,533.8648150000081,534.832796600007,534.8320225599891,537.3327946999925,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,20,2,102,0,,,,,537.3496451000101,538.3328385000059,538.3331024600047,540.8349197999923,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,20,3,103,1,,,,,540.8512028999976,541.8345195000002,541.8344747600058,544.3363733000006,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,20,4,104,2,,,,,544.3523820999835,545.3359360999893,545.3357536599942,547.8372881000105,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,21,0,105,2,,,,,547.8540061000094,548.8374537999916,548.8375429599982,551.3383074000012,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,21,1,106,0,,,,,551.3549086999847,552.3389405999915,552.339329859984,554.840546899999,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,21,2,107,3,,,,,554.8566460000002,555.8404797999829,555.8408714599937,558.3417580999958,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,21,3,108,1,,,,,558.358696499985,559.3423915999883,559.344256759985,561.8432573000027,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,21,4,109,4,,,,,561.8603866999911,562.8451945999986,562.844977560002,565.3443242000067,t,1,,0.7206362999859266,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,22,0,110,4,,,,,565.3612769999891,566.345464699989,566.3453201599914,568.8461058000103,t,1,,1.0375373999995645,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,22,1,111,3,,,,,568.8627035999962,569.8473464999988,569.846933459994,572.3489897999971,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,22,2,112,0,,,,,572.3643336000096,573.3482286999933,573.3477014599921,575.8491395000019,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,22,3,113,1,,,,,575.8655743999989,576.8328416000004,576.8327904599864,579.3352982999932,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,22,4,114,2,,,,,579.3507107000041,580.3359279999859,580.3349441600003,582.835416499991,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,23,0,115,4,,,,,582.8524706999888,583.8356567999872,583.836066259988,586.3366984000022,t,1,,0.8633475000096951,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,23,1,116,2,,,,,586.3562461999827,587.3374333999818,587.3376712599857,589.8381513000058,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,23,2,117,1,,,,,589.8546725999913,590.8394474000088,590.8395712599886,593.3401411999948,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,23,3,118,3,,,,,593.356272999983,594.3409687000094,594.3403561599989,596.8416443000024,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,23,4,119,0,,,,,596.8581791000033,597.8422349999892,597.8415645600035,600.3433230000082,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,24,0,120,4,,,,,600.3600055999996,601.3437734000036,601.3434845599841,603.844956099987,t,1,,0.6692175999924075,602.3436146999884,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,24,1,121,3,,,,,603.8619695999951,604.8444189000002,604.8448109599849,607.3457494000031,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,24,2,122,1,,,,,607.362194699992,608.3462590999843,608.346200259999,610.8486356000067,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,24,3,123,2,,,,,610.864948500006,611.8475400999887,611.8477390599874,614.3483885999885,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,24,4,124,0,,,,,614.3651780000073,615.3332363000081,615.3327067599894,617.8341233999818,None,1,,,616.3330531000101,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,25,0,125,0,,,,,617.8511163000076,618.8344476000057,618.8341637599951,621.3359722000023,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,25,1,126,4,,,,,621.3519120999845,622.3357325000106,622.3360324599926,624.8370489999943,t,1,,0.6840365999960341,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,25,2,127,2,,,,,624.8536318999832,625.8369157999987,625.8371717599948,628.3380952999869,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,25,3,128,1,,,,,628.3552713000099,629.3388771000027,629.3392986600084,631.8394319000072,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,25,4,129,3,,,,,631.8569282999961,632.8401195000042,632.8400884599978,635.3412810000009,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,26,0,130,4,,,,,635.3579559999926,636.3417615999933,636.3415010599856,638.8424188999925,t,1,,0.676310899987584,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,26,1,131,3,,,,,638.8595576999942,639.8431593999849,639.842760960004,642.3441011999967,None,1,,,640.8437858000107,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,26,2,132,0,,,,,642.360872099991,643.3448052000022,643.3445320599858,645.8459584999946,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,26,3,133,1,,,,,645.8630942000018,646.8460370999819,646.8466185600118,649.3469233000069,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,26,4,134,2,,,,,649.3639585000055,650.3473254999844,650.3483167599916,652.8485067999864,None,1,,,651.348743199982,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,27,0,135,3,,,,,652.8651767999982,653.8324237999914,653.832458659992,656.3332141999854,None,1,,,654.8328445999941,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,27,1,136,4,,,,,656.3505342999997,657.3338923999981,657.3339570599928,659.8351725999964,t,1,,0.7210759999870788,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,27,2,137,0,,,,,659.8517015999823,660.8354510999925,660.8357746600086,663.3360259000037,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,27,3,138,2,,,,,663.3525997999823,664.3382932000095,664.3365504600079,666.8379427999898,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,27,4,139,1,,,,,666.8544643000059,667.8385170999973,667.8385101599997,670.3394141999888,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,28,0,140,1,,,,,670.3563196999894,671.3398225999845,671.340374359992,673.8416454999824,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,28,1,141,3,,,,,673.8608984999883,674.8413621000072,674.8415915600053,677.3431109999947,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,28,2,142,4,,,,,677.3592788999958,678.3453833000094,678.342998860011,,t,1,,0.6080821999930777,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,28,3,143,2,,,,,680.8603072999977,681.8450933999848,681.8438225599966,684.3475732000079,None,1,,,682.8443030999915,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,28,4,144,0,,,,,684.3624090999947,685.3457563999982,685.3455759599892,687.8475856999867,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,29,0,145,3,,,,,687.8634436999855,688.8303798999987,688.8325820600003,691.3321593999863,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,29,1,146,4,,,,,691.365120100003,692.3322692000074,692.332287059995,694.8333389000036,t,1,,0.7001820000004955,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,29,2,147,0,,,,,694.8496950999834,695.8334756999975,695.8335500600078,698.3357945999887,None,1,,,696.8336564000056,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,29,3,148,2,,,,,698.3515086999978,699.3352673999907,699.3354319599894,701.8359505999833,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,29,4,149,1,,,,,701.8530020999897,702.8368384999922,702.8367318599921,705.3378667999932,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,30,0,150,2,,,,,705.3542117000034,706.3382721999951,706.3380898600008,708.8390708999941,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,30,1,151,3,,,,,708.8558630000043,709.8392203999974,709.8395776600082,712.3422184000083,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,30,2,152,0,,,,,712.3576268999896,713.3408277999843,713.3411782600015,715.842183300003,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,30,3,153,1,,,,,715.8582674000063,716.8425190999988,716.8424216600106,719.3442494999908,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,30,4,154,4,,,,,719.3608642999898,720.3443728999991,720.3442461599916,722.8449246000091,t,1,,0.6788881000247784,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
