trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,feedback_text.started,response.rt,sound_1.stopped,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,fixation.stopped,thank_you.started,exit_exp.started,thank_you.stopped,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,31,0,155,0,,,,,722.8616118000064,723.8475675999944,723.8457031599974,726.3467408999859,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,31,1,156,2,,,,,726.3637239999953,727.3472214000067,727.3477111600077,,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,31,2,157,4,,,,,729.8479721999902,730.8319656999956,730.8319208600005,733.3330600000045,t,1,,0.7553101000085007,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,31,3,158,3,,,,,733.3494438999915,734.3336053999956,734.3343227599835,736.8349545999954,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,31,4,159,1,,,,,736.8510524999874,737.8359286999912,737.8347753599955,740.3361892999965,None,1,,,738.8352769000048,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,32,0,160,2,,,,,740.352498399996,741.3373426999897,741.3365327599895,743.8373181000061,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,32,1,161,0,,,,,743.8541190999968,744.837688700005,744.8380821600003,747.3387273999979,None,1,,,745.8382086000056,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,32,2,162,3,,,,,747.3553281000059,748.3402050999866,748.3392962599901,750.8407550999837,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,32,3,163,4,,,,,750.8571047000005,751.842144299997,751.841268359989,754.3418957999966,t,1,,0.8316098999930546,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,32,4,164,1,,,,,754.358333399985,755.3422863000014,755.342044259989,757.8432853999839,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,33,0,165,3,,,,,757.859660999995,758.8438033999992,758.8438092600118,761.3449516999826,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,33,1,166,0,,,,,761.3622257999959,762.3453130999987,762.3458299600024,764.8461225999927,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,33,2,167,1,,,,,764.8634242999833,765.8465915999841,765.8471811599884,768.3483986000065,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,33,3,168,2,,,,,768.36451330001,769.348247899994,769.3488120600086,771.849123699998,None,1,,,770.3484573999885,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,33,4,169,4,,,,,771.8675696999999,772.8329950000043,772.8328979599901,775.3342776999925,t,1,,0.7354297999991104,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,34,0,170,4,,,,,775.3507943000004,776.336410399992,776.3351586600038,,t,1,,0.9088695000100415,777.3346997000044,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,34,1,171,3,,,,,778.852229799988,779.8357506000029,779.836669360011,782.337614899996,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,34,2,172,0,,,,,782.3536300999986,783.3371517999913,783.3387955599901,785.8381609999924,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,34,3,173,2,,,,,785.8560556999873,786.8389274000074,786.8393274599948,789.3400143999897,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,34,4,174,1,,,,,789.3565367999836,790.3407843000023,790.3408089599834,792.8415307000105,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,35,0,175,0,,,,,792.8585935999872,793.8424330999842,793.8423232599889,796.3427239999874,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,35,1,176,1,,,,,796.3591435999842,797.3447997999901,797.3440787599975,799.8446011999913,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,35,2,177,3,,,,,799.8611407999997,800.8450330999913,800.8450929600076,803.3463150000025,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,35,3,178,2,,,,,803.3626790999842,804.346762000001,804.3473381599906,806.8476168999914,None,1,,,805.347731899994,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,35,4,179,4,,,,,806.864013399987,807.8473745000083,807.8476162599836,,t,1,,0.7703199000097811,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,36,0,180,3,,,,,810.3498904999869,811.3340018999879,811.3329202599853,813.8338670000085,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,36,1,181,1,,,,,813.8503798999882,814.8348289999994,814.8341531600017,817.335304999986,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,36,2,182,4,,,,,817.3516082999995,818.3354371000023,818.3358301599947,820.836690199998,t,1,,0.9475942999997642,819.3361663999967,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,36,3,183,2,,,,,820.8535743000102,821.8371367999935,821.8373479599977,824.3378047999868,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,36,4,184,0,,,,,824.354416999995,825.338212600007,825.3383076600003,827.8397410000034,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,37,0,185,1,,,,,827.8565075999941,828.8398958999896,828.8403910600027,831.340847799991,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,37,1,186,4,,,,,831.3577038999938,832.3420120000083,832.3422973599954,834.8429108999844,t,1,,0.7168111999926623,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,37,2,187,3,,,,,834.8594924999925,835.8432068999973,835.8434330599994,838.3447906000074,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,37,3,188,0,,,,,838.361124499992,839.3446128999931,839.3456007600034,841.8462510000099,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,37,4,189,2,,,,,841.8627801999974,842.8473044999992,842.8473444600095,845.3473400000075,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,38,0,190,2,,,,,845.3638229999924,846.3473692999978,846.3474317600048,848.8487129999849,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,38,1,191,1,,,,,848.8652028999932,849.8326094000076,849.8331753600069,852.3332884999982,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,38,2,192,0,,,,,852.3511159000045,853.3349740999984,853.3341243599862,855.8348626999941,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,38,3,193,4,,,,,855.8519601000007,856.8355339999835,856.8369753599836,859.3364146999957,t,1,,0.6991258000198286,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,38,4,194,3,,,,,859.3528510000033,860.3369931000052,860.336845459984,862.8376543000049,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,39,0,195,2,,,,,862.8542185999977,863.8392367000051,863.8383708599868,866.3394015000085,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,39,1,196,0,,,,,866.35625479999,867.3407961000048,867.339764260003,869.8414903999947,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,39,2,197,4,,,,,869.8581181000045,870.8416400999995,870.8437524599867,873.3427043999836,t,1,,0.7491511999978684,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,39,3,198,3,,,,,873.3602007000009,874.3423534999893,874.342856660005,876.8441572999873,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,39,4,199,1,,,,,876.8611136999971,877.8439961999829,877.8443028599868,880.3461011000036,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,40,0,200,1,,,,,880.3620075999934,881.3458638000011,881.3460485600081,883.8468243000098,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,40,1,201,4,,,,,883.8648604000045,884.8472724999883,884.8479478600057,887.3485793999862,t,1,,0.7910469000053126,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,40,2,202,2,,,,,887.3655269999872,888.3323854999908,888.3320618599973,890.8364106999943,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,40,3,203,3,,,,,890.8515617999947,891.8347083999834,891.834789259985,894.3349090999982,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,40,4,204,0,,,,,894.351330799982,895.3350911999878,895.3353765600041,897.8365134999913,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,41,0,205,0,,,,,897.8533248000022,898.836706800008,898.836889860002,901.3373910000082,None,1,,,899.8366371000011,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,41,1,206,4,,,,,901.355422099994,902.3391943000024,902.3380566600099,904.8399764999922,t,1,,0.7310795999947004,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,41,2,207,1,,,,,904.8556899999967,905.8395966000098,905.8396023599926,908.3408199999831,None,1,,,906.8401503000059,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,41,3,208,2,,,,,908.358584600006,909.3412814000039,909.3419035599945,911.8422226999828,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,41,4,209,3,,,,,911.8587493000086,912.8429243999999,912.8424938600074,915.3444705999864,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,42,0,210,1,,,,,915.360674800002,916.3461496999953,916.3442612599902,918.845402899984,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,42,1,211,3,,,,,918.862026799994,919.8453932999982,919.8452463600115,922.3471709000005,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,42,2,212,4,,,,,922.3640353000083,923.3486000999983,923.3482939599926,925.8480314000044,t,1,,0.7484612999833189,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,42,3,213,2,,,,,925.8651641999895,926.8322962000093,926.8325461599889,929.3328693000076,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,42,4,214,0,,,,,929.3491968000017,930.3341618999839,930.333490259989,932.8344427999982,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,43,0,215,3,,,,,932.8508349999902,933.8345418999961,933.8346609599976,936.3360454000067,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,43,1,216,1,,,,,936.352469400008,937.3364595999883,937.3384087599843,939.8374466999958,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,43,2,217,4,,,,,939.8542512999848,940.8377405999927,940.8385630599951,943.3399705000047,t,1,,0.756183699995745,941.8382649999985,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,43,3,218,0,,,,,943.3568273999845,944.3414258999983,944.3395589600113,946.840758699982,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,43,4,219,2,,,,,946.8572623000073,947.8417791999818,947.8412982599839,950.3423354999977,None,1,,,948.84128220001,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,44,0,220,0,,,,,950.3594415999833,951.343008099997,951.3425256599876,953.8431965000054,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,44,1,221,3,,,,,953.8602695000009,954.8434297000058,954.8438056599844,957.3466801999894,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,44,2,222,2,,,,,957.3647247999907,958.3449255999876,958.345092360003,960.8466942000086,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,44,3,223,1,,,,,960.863150899997,961.8468644999957,961.8473410599836,964.348753600003,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,44,4,224,4,,,,,964.365641899989,965.3484711000056,965.3482938599918,,t,1,,0.7038429999956861,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,45,0,225,1,,,,,967.8495127999922,968.8332558999828,968.8335133599903,971.334299899987,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,45,1,226,3,,,,,971.3527831999818,972.3350681999873,972.3341958600067,974.8354898999969,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,45,2,227,4,,,,,974.8523595999868,975.8358380999998,975.8360386600107,978.3373309999879,t,1,,0.8020964000024833,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,45,3,228,0,,,,,978.3551305999863,979.3373492000101,979.337196560009,981.838253199996,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,45,4,229,2,,,,,981.8547587000066,982.8383816999849,982.838688659991,985.341190200008,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,46,0,230,3,,,,,985.3569347999874,986.3406243000063,986.3416153600119,988.8424667000072,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,46,1,231,1,,,,,988.8580566000019,989.8438484999933,989.843949260001,992.3434460999852,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,46,2,232,4,,,,,992.3603520999895,993.3435638000083,993.3436063600093,995.8451094999909,t,1,,0.805374200019287,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,46,3,233,2,,,,,995.8616061999928,996.846066099999,996.8448645599856,999.347040099994,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,46,4,234,0,,,,,999.3633487999905,1000.3474179999903,1000.3463785599888,1002.8473354000016,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,47,0,235,2,,,,,1002.8647847000102,1003.8476933999918,1003.8476759600017,1006.3498936999822,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,47,1,236,4,,,,,1006.3665140999947,1007.3332482999831,1007.3331117599882,1009.8346309000044,t,1,,0.7040930000075605,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,47,2,237,3,,,,,1009.8511366999883,1010.8341890999873,1010.834477559998,1013.335493599996,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,47,3,238,1,,,,,1013.3530664999853,1014.3362483000092,1014.3367872600065,1016.8368925999966,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,47,4,239,0,,,,,1016.8540483999823,1017.8373783999996,1017.8379516599962,1020.3384854999895,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,48,0,240,2,,,,,1020.3553266999952,1021.3395921000047,1021.3386677600065,1023.8399986999866,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
