trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.764236299990444,11.764236299990444,space,2.1089885999972466,,,,,001,2023-10-25_15h19.43.555,Oddball_task,2022.2.5,59.86038164544862,
,,,,,,,,,,,,13.90977379999822,14.894238100008806,14.893799209984717,,,,,,,
