trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.768105499999365,12.768105499999365,space,2.682354699994903,,,,,001,2023-10-25_15h24.36.575,Oddball_task,2022.2.5,59.86432350598233,
,,,,,,,,,,,,15.484798199991928,16.451843099988764,16.45201396998018,,,,,,,
