trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,fixation.stopped,FixDur,response.keys,response.corr,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,28,3,115,1,,,,,550.9281011999701,551.9307450999622,551.9288793699991,553.9456123999553,556.2840251000016,5.339503861932613,None,1,552.9290337999701,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,0,116,0,,,,,556.2840251000016,557.2831823999877,557.2784745699785,559.2956822999986,560.0299568999908,3.7396886509602325,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,1,117,2,,,,,560.0299568999908,561.031895299966,561.0155692699657,563.0445909999544,565.6797613999806,5.64170961472114,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,29,2,118,3,,,,,565.6797613999806,566.6788276999723,566.6783823699982,568.6950202999869,570.1101192999631,4.4172510411241355,None,0,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,3,119,1,,,,,570.1101192999631,571.0953335999511,571.0951505699952,573.0949071999639,572.830782199977,2.7048657495252297,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,30,0,120,3,,,,,573.0949071999639,574.0941375999828,574.0958399699477,576.0943899999838,577.5093685999746,4.408162015387985,None,0,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,1,121,0,,,,,577.5093685999746,578.4966413999791,578.4958506699943,580.5112505999859,581.7960160999792,4.2735269001079965,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,2,122,1,,,,,581.7960160999792,582.795233999961,582.7940006699821,584.810260600003,584.5272458999534,2.717790557902007,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,3,123,2,,,,,584.810260600003,585.8097248999984,585.8093501699798,587.8131813999498,588.4279914999497,3.606019539987886,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,0,124,1,,,,,588.4279914999497,589.4257389999693,589.4252554699954,591.4431986999698,590.8099115999648,2.368254027913385,None,1,590.4256184999831,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,31,1,125,3,,,,,591.4431986999698,592.4274476999999,592.4271100699727,594.4434910999844,596.0097602999886,4.551645065126176,None,0,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,2,126,2,,,,,596.0097602999886,597.0095691999886,597.009290270001,599.0488821999752,600.3596098999842,4.349838618388292,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,3,127,0,,,,,600.3596098999842,601.3594127999968,601.3600964700047,603.3600601999788,605.2259406999801,4.862395446425747,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,0,128,2,,,,,605.2259406999801,606.2259873999865,606.2257771699981,608.225806100003,610.0151497999905,4.715035635825901,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,1,129,0,,,,,610.0151497999905,610.9756989000016,610.9753036700015,612.975679199968,615.6254112999886,5.606427639665696,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,2,130,1,,,,,615.6254112999886,616.6274276999757,616.6264473700023,618.6258331999998,620.6576176999952,5.018208554341142,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,32,3,131,3,,,,,620.6576176999952,621.6599067999632,621.6590697699751,623.6766959999804,623.7074116999866,3.0484554556459957,None,0,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,33,0,132,2,,,,,623.7074116999866,624.7315833999892,624.7145472699951,626.7422119999537,627.5762019999675,3.8564672397566877,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,33,1,133,1,,,,,627.5762019999675,628.5746690999949,628.5738602699887,630.5755254999967,631.5747681999928,3.9801820403781796,None,1,,michael,001,2023-10-31_13h13.41.688,Oddball_task,2022.2.5,59.93044472646077,
,,,,,,,,,,,,631.5747681999928,632.5580255999812,632.5578884699673,,,,,,,,,,,,,
