trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,fixation.stopped,response.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,thank_you.stopped,exit_exp.started,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,57,3,231,0,,,,,831.2860133999784,832.285472699994,832.2851173800009,833.7924900999933,834.2854209999787,2.4814544756631856,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,58,0,232,2,,,,,834.2854209999787,835.2846123999916,835.2843001800065,837.8184141999809,837.2849451999937,3.5233220182443006,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,58,1,233,3,,,,,837.8184141999809,838.8179197999998,838.8176228799857,840.30111879998,840.8177545999933,2.4794699499923643,t,1,0.8505938999878708,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,58,2,234,0,,,,,840.8177545999933,841.8176835000049,841.8176384799881,843.6673451999959,843.8173065999872,2.835191301003731,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,58,3,235,1,,,,,843.8173065999872,844.817598499998,844.8180773799832,847.8175160999817,846.8177291000029,3.989252371261877,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,59,0,236,2,,,,,847.8175160999817,848.8184147999855,848.817946080002,851.052057199995,850.8187048999825,3.218826192752499,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,59,1,237,3,,,,,851.052057199995,852.0512997999904,852.0518474800047,854.2511168000055,854.050865199999,3.197453707825236,t,1,0.9451919000130147,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,59,2,238,1,,,,,854.2511168000055,855.250956599979,855.2509508799994,856.3181098999921,857.2509082999895,2.0602717793668166,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,59,3,239,0,,,,,857.2509082999895,858.2503798999824,858.250929879985,859.5849537999893,860.2505466000002,2.3336624458420037,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,60,0,240,3,,,,,860.2505466000002,861.251291099994,861.2515177799796,863.667938300001,863.2512829999905,3.407474646949357,t,1,0.8506989000015892,862.2512695000041,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,60,1,241,0,,,,,863.667938300001,864.6679711999896,864.6685537800076,867.0840907999955,866.6676598000049,3.416025347127124,None,1,,865.6681785999972,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,60,2,242,2,,,,,867.0840907999955,868.0847854999884,868.0849369799835,870.2844159999804,870.0849255999783,3.19003541403354,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,60,3,243,1,,,,,870.2844159999804,871.2858665999956,871.284551980003,872.7889213000017,873.3025909999851,2.494859891689563,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,61,0,244,1,,,,,873.3025909999851,874.2846447000047,874.2844496799808,877.2518470000068,876.2842550000059,3.944028287538976,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,61,1,245,0,,,,,877.2518470000068,878.2505497999955,878.2507983800024,880.617781399982,880.2519584999827,3.3629431448231566,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,61,2,246,2,,,,,880.617781399982,881.6178765999794,881.6181460799999,883.8178214999789,883.6183108999976,3.1875138279936923,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,61,3,247,3,,,,,883.8178214999789,884.8186077999999,884.8177579799958,887.5522779999883,886.8179576999974,3.7273399146194603,t,1,0.7388632000074722,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,62,0,248,0,,,,,887.5522779999883,888.5513706000056,888.5516520800011,889.8849522999953,890.5525210000051,2.32654119931001,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,62,1,249,1,,,,,890.5525210000051,891.5523639000021,891.5530550800031,893.8849099999934,893.5514878999966,3.3255185878321694,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,62,2,250,3,,,,,893.8849099999934,894.8849475999887,894.8847704799846,897.7848448999866,896.8858254999795,3.8949405747520465,t,1,0.8019943999825045,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,62,3,251,2,,,,,897.7848448999866,898.7849190999987,898.7851893799962,901.2690503000049,900.7848508000025,3.4809573971484737,None,1,,899.7861190999974,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,63,0,252,3,,,,,901.2690503000049,902.267809699988,902.2691696799884,903.5521355999808,904.2690347000025,2.282777941592828,t,1,0.8412209999805782,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,63,1,253,1,,,,,904.2690347000025,905.270643900003,905.2701513799839,906.984990099998,907.2844705999887,2.7081023137420717,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,63,2,254,0,,,,,907.2844705999887,908.2850940999924,908.2851037799846,909.401727599994,910.285312699998,2.108601427317769,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,63,3,255,2,,,,,910.285312699998,911.289000299992,911.2847886800009,913.2680805999844,913.3016768999805,2.9718386086083046,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,64,0,256,0,,,,,913.3016768999805,914.3298069000011,914.3071937799978,915.5018455999962,916.3355140000058,2.199534307066153,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,64,1,257,1,,,,,916.3355140000058,917.3345146999927,917.3341319799947,918.6359973999788,919.3348850999901,2.285883104310225,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,64,2,258,2,,,,,919.3348850999901,920.3351181999897,920.3347449800058,921.4512692999851,922.3348116999841,2.1139524308599693,None,1,,921.335594300006,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,64,3,259,3,,,,,922.3348116999841,923.3358588999836,923.3347706799977,924.4519476999994,925.4082440999919,2.116722114383175,t,1,0.8131282999820542,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,65,0,260,3,,,,,925.4082440999919,926.3690420000057,926.3685474800004,928.3518058999907,928.3693488999852,2.936829883008663,t,1,0.9721693000174128,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,65,1,261,1,,,,,928.3693488999852,929.3688932999794,929.3689025799977,930.7181448999909,931.3679910000064,2.343879903905061,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,65,2,262,0,,,,,931.3679910000064,932.368450799986,932.368062280002,934.7239342999819,934.3692281999975,3.303725230737989,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,65,3,263,2,,,,,934.7239342999819,935.6851337999979,935.6852973799978,937.2517729999963,937.6851347000047,2.5199516237865076,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,66,0,264,3,,,,,937.6851347000047,938.6846678000002,938.6848966800026,940.2857296000002,940.6853542999888,2.596951870963018,t,1,0.9524172999954317,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,66,1,265,2,,,,,940.6853542999888,941.6694335000066,941.6699737799936,943.5017637999845,943.6848608999862,2.8097523762650636,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,66,2,266,1,,,,,943.6848608999862,944.6854745000019,944.6851822799945,947.25188169998,946.6861721999885,3.5650462627980604,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,66,3,267,0,,,,,947.25188169998,948.2528338999837,948.2517001800006,949.885087600007,950.2518597999879,2.624292506629277,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,67,0,268,1,,,,,950.2518597999879,951.2527560000017,951.2521593800047,953.4016627999954,953.252153599984,3.1449281079648057,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,67,1,269,3,,,,,953.4016627999954,954.4027099999948,954.4027171799971,956.852227299998,956.4020256999938,3.4446167458012633,t,1,1.0023734999995213,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,67,2,270,2,,,,,956.852227299998,957.8516325999808,957.851535380003,960.6687195999839,959.8529672999866,3.81051465366034,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,67,3,271,0,,,,,960.6687195999839,961.6688802999852,961.6696812800074,964.4187438999943,963.6687594999967,3.7354868886600814,None,1,,962.669385199988,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,68,0,272,0,,,,,964.4187438999943,965.4182648999849,965.4185454800026,966.9688820999872,967.4189708000049,2.5385409291329015,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,68,1,273,3,,,,,967.4189708000049,968.4184418999939,968.4181794799806,970.4350392000051,970.418780899985,3.0173890357282316,t,1,0.7235865000111517,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,68,2,274,2,,,,,970.4350392000051,971.4390583999921,971.4384173800063,973.2858967999928,973.4529801000026,2.842641795775518,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,68,3,275,1,,,,,973.4529801000026,974.436460500001,974.4362723800004,976.7349463999853,976.4522405999887,3.2673530688530974,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,69,0,276,1,,,,,976.7349463999853,977.7355934999941,977.7347238799848,979.7360353999829,979.7360353999829,2.9978492016139406,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,69,1,277,2,,,,,979.7360353999829,980.7355281999917,980.7354691799846,983.0857084000017,982.736748700001,3.343242550029613,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,69,2,278,3,,,,,983.0857084000017,984.0853797000018,984.0852929799876,985.7026153999905,986.0855817999982,2.605262528173859,t,1,0.7848327000101563,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,69,3,279,0,,,,,986.0855817999982,987.0871526999981,987.0862556799839,989.3021046000067,989.0853524999984,3.212608667624976,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,70,0,280,0,,,,,989.3021046000067,990.2864233999862,990.2864234799927,992.5193602999789,992.2859704000002,3.210775255950483,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,70,1,281,1,,,,,992.5193602999789,993.5229120999866,993.52111668,996.2859202999971,995.535796399985,3.764966914781425,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,70,2,282,3,,,,,996.2859202999971,997.2854796999891,997.2861058799899,998.8691861999978,999.2862245999859,2.5730727589438653,t,1,0.8085398999974132,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,70,3,283,2,,,,,999.2862245999859,1000.2932204999961,1000.2767540799978,1002.885722099978,1002.3019036999904,3.592354277870062,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,71,0,284,1,,,,,1002.885722099978,1003.8709343999799,1003.8711546800041,1005.1041105999902,1005.8855594999914,2.2103131188273375,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,71,1,285,2,,,,,1005.8855594999914,1006.8856642000028,1006.8855990800075,1008.4856742999982,1008.88558989999,2.5875757272532445,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,71,2,286,0,,,,,1008.88558989999,1009.8865030999877,1009.8862506799924,1010.9704374999856,1011.8855273999798,2.079924150810352,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,71,3,287,3,,,,,1011.8855273999798,1012.8861697999819,1012.8879362799926,1013.9527883999981,1014.8855246999883,2.060027433520216,t,1,0.8318579000188038,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,72,0,288,2,,,,,1014.8855246999883,1015.8859173999808,1015.8856851799937,1017.9536613999808,1017.8862389999849,3.0554756494936828,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,72,1,289,1,,,,,1017.9536613999808,1018.9516429000068,1018.9517330800008,1020.5191672999936,1020.9530833000026,2.5634662484207826,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,72,2,290,0,,,,,1020.9530833000026,1021.9801677000069,1021.9575929800048,1024.52425029999,1023.9868599000038,3.521768056038156,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,72,3,291,3,,,,,1024.52425029999,1025.5026387999824,1025.502248379984,1027.152813599998,1027.502658399986,2.617891697957684,t,1,0.6631040000065695,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,73,0,292,2,,,,,1027.502658399986,1028.5053613999917,1028.5046798799885,1030.31947029999,1030.5193072999828,2.810828064884013,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,73,1,293,1,,,,,1030.5193072999828,1031.5188680999854,1031.519006980001,1032.6856568999938,1033.5195486999874,2.1605510084705544,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,73,2,294,3,,,,,1033.5195486999874,1034.5200235999946,1034.5189985799952,1035.8529233000008,1036.5197377000004,2.322805435534625,t,1,0.9343499999959022,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,73,3,295,0,,,,,1036.5197377000004,1037.519872999983,1037.5192859800009,1038.7858465999889,1039.519271199999,2.258351755494736,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,74,0,296,3,,,,,1039.519271199999,1040.5270503999782,1040.5075975799991,1041.6361733999802,1042.555292200006,2.1027186089871375,t,1,0.9028460999834351,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,74,1,297,0,,,,,1042.555292200006,1043.53540719999,1043.535588979983,1045.0697271999961,1045.5361054999812,2.501200210413576,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,74,2,298,2,,,,,1045.5361054999812,1046.5357558999967,1046.5370585799974,1048.8529317000066,1048.5363400999922,3.3044500018254936,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,74,3,299,1,,,,,1048.8529317000066,1049.8769831999962,1049.8571203799802,1051.7861131999816,1051.8855992000026,2.930365820749616,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,75,0,300,1,,,,,1051.8855992000026,1052.8856197999849,1052.8855987800052,1055.2370368999837,1054.8865176999825,3.338189814085092,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,75,1,301,0,,,,,1055.2370368999837,1056.2357226999884,1056.2357661800052,1057.5755614999798,1058.2370088000025,2.332280419797819,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,75,2,302,2,,,,,1058.2370088000025,1059.2355678000022,1059.2355360799993,1061.4536262000038,1061.2356427999912,3.2116501437395306,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,75,3,303,3,,,,,1061.4536262000038,1062.4548746999935,1062.4533190799993,1065.353089799988,1064.4692258999858,3.8918517502673855,t,1,0.7271552000020165,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,76,0,304,1,,,,,1065.353089799988,1066.3531318999885,1066.3526629800035,1068.986081399984,1068.3528890000016,3.6271874804607123,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,76,1,305,2,,,,,1068.986081399984,1069.986519500002,1069.9862541799957,1072.869295099983,1071.986260399979,3.882351249158038,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,76,2,306,0,,,,,1072.869295099983,1073.8697784999968,1073.8696752800024,1075.2583066999796,1075.8694276000024,2.359798899799409,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,76,3,307,3,,,,,1075.8694276000024,1076.869321599981,1076.8693903799867,1078.6864200999844,1078.869729099999,2.803777550393821,t,1,0.7297120000002906,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,77,0,308,1,,,,,1078.869729099999,1079.8701881000015,1079.869208780001,1082.6525590999809,1081.8697271999845,3.7831434243546758,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,77,1,309,2,,,,,1082.6525590999809,1083.6526813999808,1083.6526087799866,1086.3699409999826,1085.6527059999935,3.717235882736804,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,77,2,310,3,,,,,1086.3699409999826,1087.370006799989,1087.3690933799953,1088.4027920999797,1089.408398999978,2.0271130454964856,t,1,0.9568829000054393,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,77,3,311,0,,,,,1089.408398999978,1090.3862613999809,1090.3862741799967,1092.386225299997,1092.386225299997,2.968283363860126,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,78,0,312,2,,,,,1092.386225299997,1093.3867886999797,1093.386620579986,1095.5542595000006,1095.3857499999867,3.158454967224663,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,78,1,313,3,,,,,1095.5542595000006,1096.5540778999857,1096.554082179995,1099.0861263999832,1098.5698772000032,3.521945519317567,t,1,0.8361416999832727,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
