trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,fixation.stopped,response.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,thank_you.stopped,exit_exp.started,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,78,2,314,0,,,,,1099.0861263999832,1100.0859860999917,1100.0858329799958,1101.9702830000024,1102.0862141999824,2.879286902699457,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,78,3,315,1,,,,,1102.0862141999824,1103.0863837999932,1103.086960279994,1104.920022699982,1105.0866127999907,2.82802313439183,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,79,0,316,2,,,,,1105.0866127999907,1106.0864617000043,1106.0864824799937,1108.4706368999905,1108.1094101000053,3.3691968997121577,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,79,1,317,1,,,,,1108.4706368999905,1109.4706260999956,1109.4708900800033,1111.9207225999853,1111.5087058999925,3.435680227184616,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,79,2,318,0,,,,,1111.9207225999853,1112.919876400003,1112.919930079981,1114.4364628999901,1114.9196273999987,2.515107383574298,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,79,3,319,3,,,,,1114.9196273999987,1115.919968400005,1115.9201510800049,1118.0375585999864,1117.9202872999886,3.102425691118576,t,1,0.8551234999904409,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,80,0,320,2,,,,,1118.0375585999864,1119.0378404999792,1119.0371085799998,1121.5040695999924,1121.0531802999903,3.459291744538187,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,80,1,321,1,,,,,1121.5040695999924,1122.503896099981,1122.5029601799906,1124.2866687999922,1124.503156699997,2.780272393503689,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,80,2,322,3,,,,,1124.503156699997,1125.48956669998,1125.490343279991,1127.6199327000068,1127.5032169999904,3.1151054598463066,t,1,0.9738086999859661,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,80,3,323,0,,,,,1127.6199327000068,1128.6211645999865,1128.6210347799934,1131.3532903000014,1130.6199903999805,3.7222836456269217,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,81,0,324,1,,,,,1131.3532903000014,1132.3538169999956,1132.353127779992,1133.4872947999975,1134.3534916999924,2.128101827179783,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,81,1,325,3,,,,,1134.3534916999924,1135.3537834000017,1135.3538570799865,1138.103446699999,1137.3527342999878,3.7506144972969953,t,1,0.805888100003358,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,81,2,326,0,,,,,1138.103446699999,1139.1037808999827,1139.1034424800018,1141.003270599991,1141.1031703999906,2.8985262080154173,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,81,3,327,2,,,,,1141.1031703999906,1142.104365999985,1142.1042086799862,1144.1197155999835,1144.1197155999835,3.0068692108099615,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,82,0,328,2,,,,,1144.1197155999835,1145.1203690999828,1145.1199828799872,1146.2695931000053,1147.1197626999929,2.1384962739026223,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,82,1,329,0,,,,,1147.1197626999929,1148.1191824999987,1148.1195453800028,1149.9372979000036,1150.1204597000033,2.80412644474304,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,82,2,330,3,,,,,1150.1204597000033,1151.1197679000034,1151.120125579997,1152.68703489998,1153.1196456000034,2.5645775316906487,t,1,0.7513567000278272,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,82,3,331,1,,,,,1153.1196456000034,1154.119421099982,1154.1196921799856,1155.669968799979,1156.119580300001,2.5424628893288834,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,83,0,332,1,,,,,1156.119580300001,1157.1200250999827,1157.12007628,1160.070048499998,1159.1418603000056,3.9348978669401795,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,83,1,333,0,,,,,1160.070048499998,1161.0707437999954,1161.0700961799885,1162.4204436999862,1163.0710711999855,2.344500651887161,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,83,2,334,3,,,,,1163.0710711999855,1164.0701222000062,1164.0701036799874,1166.3208757999819,1166.0709353999991,3.2487482908156755,t,1,0.8654734999872744,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,83,3,335,2,,,,,1166.3208757999819,1167.3198634999862,1167.3204982799944,1169.3872091999801,1169.3203423999948,3.0578297510259507,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,84,0,336,1,,,,,1169.3872091999801,1170.3864566999837,1170.386758979992,1173.2047989999992,1172.3869224999798,3.808834991051996,None,1,,1171.3878880999982,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,84,1,337,3,,,,,1173.2047989999992,1174.2035239999823,1174.2034420800046,1176.6887601999915,1176.2041090999846,3.4836383017418044,t,1,0.8593542999878991,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,84,2,338,2,,,,,1176.6887601999915,1177.6875428000058,1177.6878911799868,1179.3035514999938,1179.6878267999855,2.6064077183277434,None,1,,1178.6870205999876,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,84,3,339,0,,,,,1179.6878267999855,1180.6868526999897,1180.686694079981,1182.4704677999835,1182.6866582999937,2.767327020283956,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,85,0,340,0,,,,,1182.6866582999937,1183.6872017999995,1183.6872453799879,1185.670594700001,1185.6873864999798,2.979496166338432,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,85,1,341,3,,,,,1185.6873864999798,1186.6874277000024,1186.6880649800005,1188.6039406000054,1188.687284499989,2.9014068478279573,t,1,0.8572559999884106,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,85,2,342,2,,,,,1188.687284499989,1189.6872776999953,1189.6873081800004,1192.403738299996,1191.688038799999,3.716890739221288,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,85,3,343,1,,,,,1192.403738299996,1193.4039211999916,1193.4039823799976,1194.620591999992,1195.4036927999987,2.2113395314903057,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,86,0,344,1,,,,,1195.4036927999987,1196.4037894999783,1196.4034614799893,1198.7374649999838,1198.4041014999966,3.3258116747086133,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,86,1,345,2,,,,,1198.7374649999838,1199.7378326999897,1199.7380874799856,1201.82179799999,1201.7381460999895,3.08243697143728,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,86,2,346,3,,,,,1201.82179799999,1202.8203881999943,1202.8204086799815,1205.6544470999797,1204.8214627999987,3.8198765977490345,t,1,0.7966632000170648,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,86,3,347,0,,,,,1205.6544470999797,1206.654069799988,1206.6534878799866,1209.4372409000061,1208.654317299981,3.7767280277585535,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,87,0,348,1,,,,,1209.4372409000061,1210.436812800006,1210.4373267799965,1213.3539756999817,1212.4372854999965,3.910444730520788,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,87,1,349,3,,,,,1213.3539756999817,1214.3549484999967,1214.353601579991,1215.6702921999968,1216.3542406999914,2.316471116187853,t,1,0.7490948000049684,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,87,2,350,2,,,,,1216.3542406999914,1217.3542284999858,1217.3537813799921,1219.2704056999937,1219.3539515000011,2.91519162602415,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,87,3,351,0,,,,,1219.3539515000011,1220.3546832999855,1220.3535168799863,1222.7704860999947,1222.3703865999996,3.402063107679216,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,88,0,352,0,,,,,1222.7704860999947,1223.7704873000039,1223.7707559799892,1225.7206224999973,1225.7707858000067,2.948543107530868,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,88,1,353,3,,,,,1225.7707858000067,1226.770660899987,1226.7705972800031,1228.654172599985,1228.77078229998,2.87211860211107,t,1,0.7727603999956045,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,88,2,354,2,,,,,1228.77078229998,1229.7700897000032,1229.7704150799836,1231.5040297999803,1231.7707276,2.7215248618349275,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,88,3,355,1,,,,,1231.7707276,1232.770613700006,1232.7704189799842,1235.0870277000067,1234.7710331999988,3.30473646237086,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,89,0,356,2,,,,,1235.0870277000067,1236.0868610999896,1236.0868436800083,1237.1876998999796,1238.0878023999976,2.0943376572568164,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,89,1,357,1,,,,,1238.0878023999976,1239.0871861999913,1239.0866353799938,1240.8218773999834,1241.0883623999835,2.731075727133911,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,89,2,358,3,,,,,1241.0883623999835,1242.0925829999906,1242.075765179994,1245.0703373999859,1244.1046905999829,3.9700313603013404,t,1,0.787583800003631,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,89,3,359,0,,,,,1245.0703373999859,1246.071122399997,1246.0707452799834,1248.5377264999843,1248.0715169000032,3.4657049643138427,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,90,0,360,0,,,,,1248.5377264999843,1249.5221154000028,1249.5221364799945,1250.8707608999975,1251.5375890999858,2.32335815929036,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,90,1,361,3,,,,,1251.5375890999858,1252.5378399000037,1252.5379290799901,1255.1048443999898,1254.5370825999998,3.5562612759346575,t,1,0.8697363999963272,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,90,2,362,1,,,,,1255.1048443999898,1256.1041912999935,1256.1038258799817,1258.137726099987,1258.1043798000028,3.028662937679468,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,90,3,363,2,,,,,1258.137726099987,1259.1382854999974,1259.138723579992,1261.6617972999811,1261.138807099982,3.4739433298798943,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,91,0,364,3,,,,,1261.6617972999811,1262.6376389999932,1262.6376867799845,1264.0375291999953,1264.6376640999806,2.3659822032382203,t,1,0.842808099987451,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,91,1,365,0,,,,,1264.6376640999806,1265.6380819999904,1265.637648879987,1267.0544071999902,1267.6378343999968,2.410443675442984,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,91,2,366,1,,,,,1267.6378343999968,1268.6603837999864,1268.6446592799912,1270.4551199999987,1270.6713227999862,2.8035372172334347,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,91,3,367,2,,,,,1270.6713227999862,1271.6558909000014,1271.6552514799987,1274.1048080000037,1273.6710773999803,3.4340740792150832,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,92,0,368,1,,,,,1274.1048080000037,1275.1054957000015,1275.104738480004,1276.5712075000047,1277.104334100004,2.4529928806218946,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,92,1,369,0,,,,,1277.104334100004,1278.104537199979,1278.1039130800054,1280.5548879999842,1280.104940499994,3.4414958011429464,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,92,2,370,2,,,,,1280.5548879999842,1281.554904699995,1281.5542261799856,1283.138336599979,1283.572020599997,2.569434700718632,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,92,3,371,3,,,,,1283.572020599997,1284.5557206999802,1284.5548653799924,1286.804441299988,1286.5573531999835,3.220273802870362,t,1,0.7724464000202715,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,93,0,372,1,,,,,1286.804441299988,1287.8052075000014,1287.804448979994,1288.9081966999802,1289.8211542000063,2.0958036612630555,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,93,1,373,0,,,,,1289.8211542000063,1290.803947599983,1290.805552279984,1293.771291299985,1292.8045554999844,3.9367129157189984,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,93,2,374,2,,,,,1293.771291299985,1294.7707882999966,1294.7718685799919,1297.7054948000005,1296.7714982999896,3.925053847917985,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,93,3,375,3,,,,,1297.7054948000005,1298.7047915000003,1298.7044236799993,1300.0548874999804,1300.7057004999951,2.340045271462829,t,1,0.7754719000076875,1299.7043122999894,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,94,0,376,1,,,,,1300.7057004999951,1301.7048210999928,1301.7043757799838,1303.0045758000051,1303.704565299995,2.298723822797662,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,94,1,377,3,,,,,1303.704565299995,1304.704570300004,1304.704653480003,1306.038003900001,1306.704819000006,2.333066372187358,t,1,0.9113322999910451,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,94,2,378,0,,,,,1306.704819000006,1307.7056982000067,1307.7052326799894,1309.9218617999868,1309.7049565000052,3.212865219585546,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,94,3,379,2,,,,,1309.9218617999868,1310.9214908999857,1310.9219653799955,1312.471433800005,1312.9213769999915,2.5487287322612233,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,95,0,380,3,,,,,1312.9213769999915,1313.9215234000003,1313.9212242799986,1315.5553499999805,1315.9218851999904,2.6279065861250244,t,1,0.8640560999920126,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,95,1,381,1,,,,,1315.9218851999904,1316.9212811999896,1316.9212784800038,1319.3393131000048,1318.92220239999,3.4045917801680745,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,95,2,382,0,,,,,1319.3393131000048,1320.33888689999,1320.3385296799825,1322.1216698999924,1322.3547090000066,2.7690893282906375,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,95,3,383,2,,,,,1322.3547090000066,1323.3550703999936,1323.3551270799944,1324.754818299989,1325.3562409000006,2.3954188351973267,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,96,0,384,3,,,,,1325.3562409000006,1326.3554648999998,1326.354758379981,1327.9883707999834,1328.3717209000024,2.6206131374388724,t,1,0.797764900024049,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,96,1,385,0,,,,,1328.3717209000024,1329.371113799978,1329.371511579986,1331.1217605999846,1331.372212599992,2.741960566481162,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,96,2,386,1,,,,,1331.372212599992,1332.372300499992,1332.371296879981,1335.1880504,1334.3714641999977,3.805583456701499,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,96,3,387,2,,,,,1335.1880504,1336.1889100999979,1336.188711780007,1338.927354799991,1338.1884201999928,3.675205502202525,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,97,0,388,0,,,,,1338.927354799991,1339.9053507999924,1339.9049286799855,1342.454817699996,1341.929823399987,3.5280331904293254,None,1,,1340.9055129000044,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,97,1,389,2,,,,,1342.454817699996,1343.4559465000057,1343.455273080006,1346.3385440999991,1345.472763400001,3.8783524237849685,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,97,2,390,1,,,,,1346.3385440999991,1347.3382126999786,1347.3384040799865,1350.0896929999872,1349.3391012999928,3.7361395336216834,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,97,3,391,3,,,,,1350.0896929999872,1351.0881111999915,1351.0879833799845,1352.8715396999905,1353.0887395000027,2.772740604714418,t,1,0.816888100001961,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,98,0,392,3,,,,,1353.0887395000027,1354.0882009000052,1354.08834337999,1356.0549331999791,1356.0890817999898,2.952053141047994,t,1,0.8250292000011541,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,98,1,393,2,,,,,1356.0890817999898,1357.089675299998,1357.0894045799796,1359.0779605999996,1359.1436306999822,2.9510883100732856,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,98,2,394,1,,,,,1359.1436306999822,1360.105026699981,1360.105595579982,1362.589435699978,1362.106563999987,3.4439987281048117,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,98,3,395,0,,,,,1362.589435699978,1363.5883891999838,1363.5885495799885,1366.3717669000034,1365.5886196999927,3.7793407387893723,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
