trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation_cross.started,response.started,sound_1.started,response.stopped,fixation_cross.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,exit_exp.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,0,136,0,,,,,548.270400599984,549.273260499991,549.2679391000071,551.2848772000289,553.148039599997,4.876251791390976,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,1,137,1,,,,,553.148039599997,554.1491881000111,554.1481906000059,556.1617916999967,558.0152476999792,4.851595653063738,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,34,2,138,3,,,,,558.0152476999792,559.0102077000192,559.0104452999891,561.0242100000032,560.3248425999773,2.3008457118742043,t,1,0.7213926000404172,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,3,139,2,,,,,561.0242100000032,562.0237980000093,562.0240311000031,564.0377770999912,565.1884305999847,4.159080681016505,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,35,0,140,3,,,,,565.1884305999847,566.1690141999861,566.1711546000093,568.1844868999906,567.2531044000061,2.0564142727953336,t,1,0.640758800029289,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,1,141,0,,,,,568.1844868999906,569.1838424999733,569.1850148000173,571.1975517999963,571.1831801999942,2.988972849781775,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,2,142,2,,,,,571.1975517999963,572.198386300006,572.1985883999965,574.2134067000006,576.1268168999813,4.915979092705763,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,3,143,1,,,,,576.1268168999813,577.1273276000284,577.1274230000214,579.141858100018,578.3920406000107,2.2486660606648736,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,36,0,144,3,,,,,579.141858100018,580.1407843999914,580.1436533999746,582.1549270999967,583.2868370999931,4.141221214850114,t,1,0.5767819000175223,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,1,145,0,,,,,583.2868370999931,584.2858714999747,584.2873486000113,586.3015326000168,585.5353538999916,2.236941734135585,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,2,146,2,,,,,586.3015326000168,587.2991775000119,587.3006557999994,589.3001818999765,588.8820764999837,2.5668284941520225,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,3,147,1,,,,,589.3001818999765,590.2977549000061,590.2991670000134,592.3129570999881,593.3104164000251,3.9998363954890386,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,37,0,148,3,,,,,593.3104164000251,594.3106824000133,594.3097869000281,596.324103299994,596.5092668000143,3.184396446632065,t,1,1.069072899990715,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,1,149,0,,,,,596.5092668000143,597.5077434999985,597.5060239000246,599.5262242999743,599.9560551000177,3.4417708301664387,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,2,150,2,,,,,599.9560551000177,600.957854999986,600.9556466000155,602.9701941999956,604.8518181000254,4.87994535991985,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,3,151,1,,,,,604.8518181000254,605.8325861999765,605.833979200013,607.8478269000188,608.5301128000137,3.6770605361851016,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,38,0,152,3,,,,,608.5301128000137,609.5291222999804,609.528662499995,611.5291642000084,611.0291542999912,2.488025351311384,t,1,0.6223517000325955,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,1,153,2,,,,,611.5291642000084,612.5274143000133,612.528023400018,614.543555399985,614.0411813000101,2.5134585829835605,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,2,154,1,,,,,614.543555399985,615.5395158000174,615.541086900013,617.5416475000093,617.8374711999786,3.2781978736442388,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,3,155,0,,,,,617.8374711999786,618.836945499992,618.8372324999888,620.8535459000268,620.553748300008,2.7001392991723456,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,39,0,156,3,,,,,620.8535459000268,621.8527835999848,621.8510342000169,623.8655676000053,623.3499811000074,2.4903756692618813,t,1,0.6708194999955595,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,1,157,2,,,,,623.8655676000053,624.8696173999924,624.8649662999902,626.8812077000039,626.8305834999774,2.9521536770386954,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,2,158,0,,,,,626.8812077000039,627.8805224000243,627.8782220999943,629.8934044999769,631.363659900031,4.468859428210031,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,3,159,1,,,,,631.363659900031,632.3590777000063,632.3594766999828,634.3738995000022,635.4379308000207,4.06086487290705,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,40,0,160,3,,,,,635.4379308000207,636.4380450000172,636.438636200002,638.4525574999861,638.0201519000111,2.575603123217061,t,1,1.0903894000221044,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,1,161,0,,,,,638.4525574999861,639.4513907000073,639.4539435000275,641.4496504000272,642.4308892000117,3.97739372440198,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,2,162,1,,,,,642.4308892000117,643.4301699000061,643.4308016000083,645.446022899996,644.5982714000274,2.1669583030319597,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,3,163,2,,,,,645.446022899996,646.4458286000299,646.444316600007,648.460046000022,648.8103482000297,3.3484651348227485,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,41,0,164,3,,,,,648.8103482000297,649.7910256999894,649.7948504999746,651.7903408000129,651.3227624000283,2.505306962972598,t,1,0.5530013999668881,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,41,1,165,2,,,,,651.7903408000129,652.78883580002,652.7912300999975,654.7859222000116,655.9200830999762,4.1178769249507745,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,41,2,166,0,,,,,655.9200830999762,656.9179917000001,656.9191330999835,658.9154186000233,660.8995429999777,4.967002737395308,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,41,3,167,1,,,,,660.8995429999777,661.8968232999905,661.8968794999761,663.9121331999777,665.0946850000182,4.189639854051878,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,42,0,168,1,,,,,665.0946850000182,666.0759351999732,666.0799812000129,668.0913016999839,669.923370399978,4.8244578350923035,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,42,1,169,3,,,,,669.923370399978,670.9051074000308,670.9069450000185,672.9213873000117,673.3376489999937,3.404546174209871,t,1,0.8675054999766871,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,42,2,170,2,,,,,673.3376489999937,674.3376028999919,674.3353160000057,676.3509830000112,677.3999507999979,4.0518833014128735,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,42,3,171,0,,,,,677.3999507999979,678.3845418000128,678.3820903999964,680.3956215999788,679.4804903999902,2.0674635941849253,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,43,0,172,2,,,,,680.3956215999788,681.3946192000294,681.3956293000025,683.3957826999831,682.7270839000121,2.3237541375583115,None,1,,682.3941556999926,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,43,1,173,0,,,,,683.3957826999831,684.3930241999915,684.3932324999711,686.4062186999945,688.0552708000178,4.648549617235483,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,43,2,174,1,,,,,688.0552708000178,689.0544166999753,689.0561524000019,691.0698459999985,692.5857377999928,4.530145999398346,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,43,3,175,3,,,,,692.5857377999928,693.5675949000288,693.569866200001,695.5815720999963,694.9826699999976,2.3823038252925297,t,1,0.6759941999916919,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,44,0,176,0,,,,,695.5815720999963,696.5824127999949,696.5823953000014,698.5978599999798,700.1284047000227,4.539584966068432,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,44,1,177,3,,,,,700.1284047000227,701.1284380999859,701.1279951000121,703.1431563000078,702.7110605000053,2.5708729941373525,t,1,0.7227385999867693,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,44,2,178,2,,,,,703.1431563000078,704.1409194000298,704.140103300009,706.1406681999797,705.2410152999801,2.0825316883447247,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,44,3,179,1,,,,,706.1406681999797,707.1389207000029,707.1371831000084,709.1575288000167,711.0020878000068,4.85675371436826,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,45,0,180,2,,,,,711.0020878000068,712.0002279999899,711.9997727999813,714.0145685999887,714.9847534000291,3.9738857431424046,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,45,1,181,3,,,,,714.9847534000291,715.9793534000055,715.9805871999939,717.995874300017,719.3432103000232,4.3571268190553685,t,1,0.6554507000255398,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,45,2,182,0,,,,,719.3432103000232,720.3423483999795,720.3429333999753,722.3592965999851,722.5424898000201,3.181119036715126,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,45,3,183,1,,,,,722.5424898000201,723.5396679000114,723.5400685000001,725.5374628999853,725.9212518000277,3.377530335366941,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,46,0,184,2,,,,,725.9212518000277,726.9205442999955,726.9196320999996,728.9335132000269,730.367329199973,4.438578850129725,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,46,1,185,3,,,,,730.367329199973,731.3484589,731.3522289999761,733.3638329000096,732.7312405999983,2.3555904803736327,t,1,0.6182602000189945,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,46,2,186,1,,,,,733.3638329000096,734.3451526000281,734.3492856999743,736.3457774000126,735.4634825999965,2.085730004634567,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,46,3,187,0,,,,,736.3457774000126,737.3446519999998,737.3436576000182,739.3572963000042,739.675045299984,3.3189942228105282,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,47,0,188,0,,,,,739.675045299984,740.6559941999731,740.6593668000074,742.6577576000127,744.4080368999857,4.732279233755317,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,47,1,189,1,,,,,744.4080368999857,745.4028433000203,745.4015244000126,747.417265600001,748.7826805000077,4.368077105494479,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,47,2,190,2,,,,,748.7826805000077,749.7824221000192,749.7819696999737,751.7977419000235,752.3306156999897,3.535642153065071,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,47,3,191,3,,,,,752.3306156999897,753.3274737999891,753.3307785999729,755.3268738000188,754.7924902000232,2.453709570963233,t,1,0.6554285999736749,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,48,0,192,0,,,,,755.3268738000188,756.3267025999958,756.3264841999859,758.3406078999978,757.8599409000017,2.5294387639210845,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,48,1,193,1,,,,,758.3406078999978,759.3385598000023,759.3395994000253,761.3367213000311,761.7550530000008,3.399269139783311,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,48,2,194,2,,,,,761.7550530000008,762.7367746999953,762.7385258000228,764.7533972000238,766.1672270999989,4.400076764831431,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,48,3,195,3,,,,,766.1672270999989,767.1509764000075,767.1501862000092,769.1636259999941,768.9132325000246,2.744495752157048,t,1,0.5513803999638185,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,49,0,196,2,,,,,769.1636259999941,770.1467100000009,770.1473712999956,772.1435878999764,773.0106209000223,3.8476063365455166,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,49,1,197,0,,,,,773.0106209000223,774.0085730000283,774.0090268000146,776.0068911000271,777.1565433000214,4.1396022883316,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,49,2,198,1,,,,,777.1565433000214,778.1432666999754,778.1413289999706,780.1541191000142,779.8206798000028,2.6606135989837885,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,49,3,199,3,,,,,780.1541191000142,781.1347486000159,781.1387676000246,783.1509780000197,783.7173396000289,3.5595489334425534,t,1,0.7277101000072435,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,783.7173396000289,786.7136286000023,786.732587800012,,,,,,,
