trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,24.95797699999821,24.95797699999821,space,1.4691581000006408,,001,2023-11-01_17h14.12.819,Oddball_task,2022.2.5,59.93712595539267,
