trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.136152900002344,12.136152900002344,space,2.757034599999315,,001,2023-11-01_17h17.09.114,Oddball_task,2022.2.5,60.183499489885044,
