trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,response.rt,sound_1.stopped,fixation.stopped,thank_you.started,exit_exp.started,thank_you.stopped,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,0,76,0,,,,,643.5571008000006,644.5414644000011,644.5414164900019,647.0423894000014,None,1,,645.5412894000001,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,1,77,1,,,,,647.0592410999998,648.0449262000002,648.0437730900001,650.5473276000012,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,2,78,2,,,,,650.5635670000011,651.5497307000005,651.5480551900025,654.0493071000019,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,19,3,79,3,,,,,654.0666488999996,655.049248000003,655.0504033900022,657.5513778000022,t,1,0.6119977999987896,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,0,80,1,,,,,657.5714852000019,658.5375413000002,658.5385557899997,661.0388611000017,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,1,81,0,,,,,661.0555064,662.0383658000028,662.0392765900021,664.5404228000007,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,20,2,82,3,,,,,664.5604104000013,665.5416729000026,665.5421796899998,668.0436399999999,t,1,0.784465700002329,666.5452729000026,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,3,83,2,,,,,668.0602619000019,669.0474391999996,669.0453619900024,671.546956000002,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,0,84,1,,,,,671.5643230999995,672.5476133000011,672.5495376900024,675.050065200001,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,21,1,85,3,,,,,675.065848000002,676.0502068999995,676.0540381900016,678.554115400002,t,1,0.580440699999599,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,2,86,2,,,,,678.5710196,679.5397919999996,679.5378364900014,682.0398818000031,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,3,87,0,,,,,682.0590741000015,683.0406820999997,683.040034790002,685.542027200001,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,0,88,2,,,,,685.5599082000008,686.5425950000026,686.5433330900003,689.0451049000003,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,22,1,89,3,,,,,689.062423000003,690.0451767000013,690.0469354900004,692.548160600003,t,1,0.613681999999244,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,2,90,0,,,,,692.5658014,693.5500026000009,693.5512575900018,696.0541322999998,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,3,91,1,,,,,696.067555900001,697.0528221000022,697.0518155900015,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,0,92,1,,,,,699.5542203000005,700.5386386999999,700.5382332899997,703.0410976000021,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,1,93,2,,,,,703.0570713000016,704.0421631999998,704.0409351900005,706.5450202000029,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,23,2,94,3,,,,,706.5585339999998,707.5443011000025,707.54536979,710.0494622000006,t,1,0.45206099999995786,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,3,95,0,,,,,710.0620000000017,711.0478882000025,711.0483204899999,713.5490551000003,None,1,,712.0495728999995,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,24,0,96,3,,,,,713.5659670000023,714.5492531000018,714.5499742900017,717.052377,t,1,0.5485990999986825,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,1,97,2,,,,,717.0691640000005,718.0515736000016,718.0542827900015,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,2,98,0,,,,,720.5541535000011,721.5386715000022,721.5387307900007,724.0429521000005,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,3,99,1,,,,,724.0585513000005,725.0432946000001,725.0416836900029,727.5440129000017,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,0,100,1,,,,,727.5604158999995,728.5460142000011,728.5450452900029,731.046731100003,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,1,101,0,,,,,731.0642353000003,732.051066400003,732.0487333900007,734.550950300003,None,1,,733.0521512000014,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,25,2,102,3,,,,,734.5670800000007,735.5499817000018,735.5513598900022,,t,1,0.6153936999980942,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,3,103,2,,,,,738.0527795000016,739.053301400003,739.0570891900013,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,26,0,104,3,,,,,741.5549761000002,742.5400862999995,742.5412780900031,745.0420551000025,t,1,0.6867972999971244,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,1,105,1,,,,,745.0592601999997,746.0430581,746.0426176900025,748.5443854000005,None,1,,747.0434740000019,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,2,106,2,,,,,748.5634986000005,749.5452915000023,749.54514619,752.0480777000012,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,3,107,0,,,,,752.0651410000028,753.050264700003,753.0493318899996,,None,1,,754.0503325000027,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,27,0,108,0,,,,,755.5703272000028,756.5728299000002,756.54927079,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,27,1,109,1,,,,,759.0714091000009,760.0376888000028,760.0430963900023,762.5405888000023,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,27,2,110,3,,,,,762.5601784000028,763.5403898000004,763.5421479900021,766.0437545000023,t,1,0.5044783000012103,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,27,3,111,2,,,,,766.0653095000016,767.0444062000024,767.0455640900025,769.5462509999998,None,1,,768.0448658000023,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,28,0,112,3,,,,,769.5623166000005,770.5476401000014,770.5485552900016,773.0490946000027,t,1,0.5577881000026537,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,28,1,113,2,,,,,773.068302300002,774.0488116000015,774.0500547899999,776.5513396999995,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,28,2,114,1,,,,,776.5699816000015,777.5546028999997,777.554852490003,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,28,3,115,0,,,,,780.0555676000004,781.0384002999999,781.0385771900026,783.5500124000027,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,29,0,116,3,,,,,783.6053759999995,784.5422359000004,784.5448403899998,787.0427197999998,t,1,0.8264715000004799,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,1,117,1,,,,,787.0601724000007,788.0460974000016,788.0469230900005,790.5466075000004,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,2,118,2,,,,,790.5639403000023,791.5495969000003,791.5494768900014,794.050865600002,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,3,119,0,,,,,794.0652565000019,795.0502618999999,795.0553702900022,797.553333900003,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,0,120,2,,,,,797.5680676000011,798.5544637000021,798.5532407900016,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,30,1,121,3,,,,,801.0550882999996,802.0394874000012,802.0409180900012,804.5429244000006,t,1,0.6405727999990631,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,2,122,1,,,,,804.5613962999996,805.5444596000016,805.5439878900022,808.0445710000022,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,3,123,0,,,,,808.0628542000013,809.0470615000013,809.0455332900008,811.5481183000011,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,0,124,2,,,,,811.5648631000004,812.5489435000018,812.5487502900021,815.0515298000028,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,31,1,125,3,,,,,815.0694571000022,816.0536710000015,816.0506151899997,,t,1,0.8985764000026393,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,2,126,0,,,,,818.5760042000002,819.5374375000029,819.5386361900007,822.0399429000026,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,3,127,1,,,,,822.0565075000013,823.0421470000001,823.0418855900014,825.5434284000003,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,32,0,128,3,,,,,825.5606187000012,826.5438391999996,826.5470474900019,,t,1,0.5673553999986325,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,1,129,0,,,,,829.1034258,830.0500045000008,830.0474035900031,832.5490112000007,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,2,130,2,,,,,832.5647722000031,833.5522851000023,833.5493209900003,836.053253500002,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,3,131,1,,,,,836.0687607,837.0528388000021,837.0582642899997,839.5570860000007,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,33,0,132,3,,,,,839.5708158000016,840.5376923000003,840.5390723900007,843.0395717000029,t,1,0.5541772999968089,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,33,1,133,0,,,,,843.0575992000013,844.0841698000004,844.0650685900025,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,33,2,134,2,,,,,846.5603255000024,847.5454091000029,847.5454737900025,850.0457067000025,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,33,3,135,1,,,,,850.0639698000014,851.0477498,851.0466405900031,853.5490137000015,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,0,136,1,,,,,853.5679696000007,854.5502290000004,854.5498955900027,857.0521231000021,None,1,,855.552098600001,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,34,1,137,3,,,,,857.0688234000008,858.0548492000016,858.0555267900006,,t,1,0.5154263999975228,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,2,138,2,,,,,860.5558491000011,861.5395449999996,861.5396422900001,864.0442882000025,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,3,139,0,,,,,864.0579398000009,865.0427248000015,865.0425429900013,867.5445505000025,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,0,140,0,,,,,867.5616958999999,868.5466338000006,868.5466777900026,871.0483641000028,None,1,,869.5473659000018,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,1,141,2,,,,,871.0649751000019,872.0491982000021,872.0513844900004,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,2,142,1,,,,,874.5903694000008,875.5523011000005,875.5514918899996,878.054350800001,None,1,,876.5545321999998,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,35,3,143,3,,,,,878.071880800002,879.0377007999996,879.0377000899996,881.539111500002,t,1,0.5487479000003077,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,0,144,1,,,,,881.5569152000025,882.5402678999999,882.5403176900024,885.0439592000002,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,36,1,145,3,,,,,885.0591526000026,886.0443296000012,886.0431152900007,888.5481959999997,t,1,0.6458853000003728,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,2,146,2,,,,,888.5621917000026,889.5494920000019,889.5463603900014,892.0484348999998,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,3,147,0,,,,,892.0669011999998,893.0506409000009,893.0507832900028,895.5519172000022,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,0,148,1,,,,,895.5676305000015,896.5523395000018,896.5559001900026,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,37,1,149,3,,,,,899.054896200003,900.0395470000003,900.0398637900023,902.5462686000028,t,1,0.50948580000113,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,2,150,0,,,,,902.5568175000008,903.5428724000012,903.5421670900021,906.0438504000012,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,3,151,2,,,,,906.0637824000005,907.0447242000009,907.0441114900011,909.5459571000029,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,0,152,0,,,,,909.5638379000011,910.5565571000006,910.5504601900018,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,1,153,2,,,,,913.1238572000002,914.0528030000023,914.0544457900021,916.5519364000029,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,2,154,1,,,,,916.5699238000016,917.5579279000012,917.5538461900021,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,38,3,155,3,,,,,920.0748060000005,921.0397066000005,921.0405802900011,923.5437698999995,t,1,0.5699157999988529,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,39,0,156,3,,,,,923.5573833000017,924.5428033000026,924.5433958900019,927.0456482000009,t,1,0.6313647999995737,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,1,157,1,,,,,927.0613580999998,928.045857000001,928.0471191900021,930.5492042000005,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,2,158,2,,,,,930.5640101000026,931.5492214000005,931.5520194900007,934.0503246000007,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,3,159,0,,,,,934.0677810000016,935.0513191000027,935.0512608900015,937.5556716000028,None,1,,936.0514002000018,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,40,0,160,3,,,,,937.571579200001,938.5370328999998,938.5387125900004,941.0393447000024,t,1,0.4975083999997878,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,1,161,0,,,,,941.0561044000024,942.0784086000021,942.0587778899996,,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,2,162,1,,,,,944.5623286000009,945.5451762000012,945.545173690002,948.0450181000015,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,3,163,2,,,,,948.0621350000001,949.0459504999999,949.0462906900018,951.5477248000025,None,1,,,,,,,,,elpida_23_10_23(2),shielded_ultracortex,2023-10-23_16h52.03.492,Oddball_task,2022.2.5,59.556813925447344,
