trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.391004999983124,11.391004999983124,space,3.0650393000105396,,,,,001,2023-10-25_15h32.03.247,Oddball_task,2022.2.5,59.99786407723655,
,,,,,,,,,,,,14.488852499984205,15.47274070000276,15.47286247999582,,,,,,,
