trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.83791089997976,12.83791089997976,space,3.9126458000100683,,,,,001,2023-10-25_15h40.01.582,Oddball_task,2022.2.5,59.87708432290837,
,,,,,,,,,,,,16.787378399982117,17.771370199974626,17.771245089996956,,,,,,,
