trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,fixation.stopped,response.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,1,9,1,,,,,103.15318159997696,104.13653109996812,104.13940691996831,105.50285559997428,106.13653929997236,2.341383517626634,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,2,10,2,,,,,106.13653929997236,107.13732759997947,107.13593751997686,108.43715670000529,109.13558259996353,2.2997980792715813,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,3,11,0,,,,,109.13558259996353,110.1368982999702,110.13849871997954,111.4356143999612,112.13582219998352,2.292570706191361,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,0,12,0,,,,,112.13582219998352,113.13531969999894,113.1363925200072,114.95220519998111,115.13624369999161,2.816275759585019,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,3,1,13,3,,,,,115.13624369999161,116.13688519998686,116.13622741997241,117.86983619997045,118.13638339994941,2.726029195789323,t,1,0.6306006999802776,117.13611909997417,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,2,14,2,,,,,118.13638339994941,119.13625589996809,119.13663071995833,120.76920919999247,121.13665989995934,2.6190011345545914,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,3,15,1,,,,,121.13665989995934,122.1379970999551,122.13752761997748,124.17018529999768,124.1369647999527,3.0187141597092446,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,0,16,2,,,,,124.17018529999768,125.17074779997347,125.17109251996735,127.09352349996334,127.18798869999591,2.9106018978889243,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,1,17,0,,,,,127.18798869999591,128.1711140999687,128.17157401996664,130.63645679998444,130.17468669998925,3.445617684868953,None,1,,129.1719794999808,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,2,18,1,,,,,130.63645679998444,131.63591319997795,131.63706101997522,132.91966369998408,133.63646479998715,2.270161489149341,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,4,3,19,3,,,,,133.63646479998715,134.63685259997146,134.63671342000598,135.80310039996402,136.63650289998623,2.156915333800451,t,1,0.6344706999952905,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,0,20,2,,,,,136.63650289998623,137.6367541999789,137.63584511997178,139.07055429997854,139.63726160000078,2.4300477318040556,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,1,21,0,,,,,139.63726160000078,140.64005990000442,140.6358150199754,143.13715189998038,142.65239459997974,3.4934292277392327,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,5,2,22,3,,,,,143.13715189998038,144.13658309995662,144.13578101994935,146.28666270000394,146.13729839998996,3.144582549191311,t,1,1.7272765000234358,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,3,23,1,,,,,146.28666270000394,147.28658549999818,147.28588671996258,149.0030662000063,149.28649329999462,2.709426365546484,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,0,24,1,,,,,149.28649329999462,150.28827169997385,150.28622951995348,151.92050869995728,152.30330239998875,2.627864021544813,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,6,1,25,3,,,,,152.30330239998875,153.30232019996038,153.30388642000034,154.35325029998785,155.30232849996537,2.0443348009062796,t,1,1.0170902999816462,154.30249279999407,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,2,26,2,,,,,155.30232849996537,156.30428609997034,156.303923019988,158.17037269996945,158.30277819995536,2.8695667349629588,None,1,,157.3024665999692,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,3,27,0,,,,,158.30277819995536,159.28709429997252,159.28857781996484,160.71993739996105,161.30354999995325,2.4061957372523888,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,0,28,2,,,,,161.30354999995325,162.30296519998228,162.3024873199989,165.27080870000646,164.30344930000138,3.962307769956972,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,1,29,0,,,,,165.27080870000646,166.26971169997705,166.2711056199856,167.48667620000197,168.26954609999666,2.205726276862653,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,2,30,1,,,,,168.26954609999666,169.26963789999718,169.27020011995918,171.00520809995942,171.27255259995582,2.7267068098889364,None,1,,170.26923869998427,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,7,3,31,3,,,,,171.27255259995582,172.2707231999957,172.26932111995993,173.71907190000638,174.28620469995076,2.445250076473901,t,1,0.5926218999666162,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,0,32,0,,,,,174.28620469995076,175.28574879997177,175.28703821999952,177.10352949996013,177.28704629995627,2.817549362144259,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,8,1,33,3,,,,,177.28704629995627,178.28825119999237,178.28696671997895,180.25286969996523,180.30329959996743,2.9515558585924877,t,1,0.8871980999829248,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,2,34,2,,,,,180.30329959996743,181.30299009999726,181.30338411995908,183.60361049999483,183.3028714999673,3.287721227471714,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,3,35,1,,,,,183.60361049999483,184.60370589996455,184.60459561997558,186.5036896999809,186.60382389998995,2.8872099768128097,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,9,0,36,3,,,,,186.60382389998995,187.6035225999658,187.60230951997218,189.48616239998955,189.60410299996147,2.8689286062066714,t,1,0.572142300021369,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,1,37,2,,,,,189.60410299996147,190.60324099997524,190.6039839199744,191.82033199997386,192.60363699996378,2.2025228044844423,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,2,38,0,,,,,192.60363699996378,193.60285859997384,193.60340301997493,196.53715769998962,195.60339209996164,3.923661246143652,None,1,,194.6036920999759,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,3,39,1,,,,,196.53715769998962,197.53735119994963,197.53634401995222,199.6867395999725,199.537595999951,3.1385358263004957,None,1,,198.53780529997312,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,0,40,1,,,,,199.6867395999725,200.6701480000047,200.67066431996645,202.65402889996767,202.6696227999637,2.955706738716735,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,1,41,2,,,,,202.6696227999637,203.67025079997256,203.67024951995117,205.48615719994996,205.6705534000066,2.802604588431959,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,2,42,0,,,,,205.6705534000066,206.67049220000627,206.67026442000642,208.70368729997426,208.66987419995712,3.02690110985158,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,10,3,43,3,,,,,208.70368729997426,209.70289119996596,209.70298371996032,211.6203400999657,211.7045694999979,2.9092712679488617,t,1,0.7374014999950305,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,0,44,0,,,,,211.7045694999979,212.70275409996975,212.7036901199841,214.1363929999643,214.70380590000423,2.4283375624293813,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,1,45,2,,,,,214.70380590000423,215.70321169996168,215.70385881998808,217.17008039995562,217.70338749996154,2.460118679839774,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,2,46,1,,,,,217.70338749996154,218.7030455999775,218.70390541999367,221.1385010999511,220.70456589997048,3.4218530480482876,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,11,3,47,3,,,,,221.1385010999511,222.13680199999362,222.13768911998486,224.43788359995233,224.13636099995347,3.287101561358197,t,1,0.567919900000561,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,0,48,0,,,,,224.43788359995233,225.43691879999824,225.4373158199829,226.87040739995427,227.43694129999494,2.4250588890884694,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,1,49,2,,,,,227.43694129999494,228.43631289998302,228.43762831997591,229.63644069997827,230.43708459998015,2.191514994610472,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,2,50,1,,,,,230.43708459998015,231.4373506999691,231.43657712000422,233.87030399998184,233.4534480999573,3.424218325158978,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,12,3,51,3,,,,,233.87030399998184,234.8528537999955,234.8542212199769,236.3531595999957,236.85351629997604,2.47044909123299,t,1,0.6188813000335358,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,13,0,52,3,,,,,236.85351629997604,237.85343169997213,237.8528900199686,239.13670179998735,239.85390200000256,2.2815599620727176,t,1,1.083367899991572,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,1,53,2,,,,,239.85390200000256,240.85357159998966,240.85421201996505,242.75501989998156,242.85612269997364,2.8907136272517984,None,1,,241.85395109996898,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,2,54,0,,,,,242.85612269997364,243.85355739999795,243.85422621995676,244.93921859998954,245.85514889995102,2.0763681493623785,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,3,55,1,,,,,245.85514889995102,246.85352509998484,246.85527671998133,249.25494689994957,248.8558614999638,3.3987600877243405,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,0,56,0,,,,,249.25494689994957,250.25400289997924,250.25306561999022,251.95324669999536,252.25339079997502,2.692631085636833,None,1,,251.25406629999634,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,1,57,1,,,,,252.25339079997502,253.254096699995,253.25377311996417,255.48681859998032,255.25432319997344,3.2197263089340105,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,2,58,2,,,,,255.48681859998032,256.4865868999623,256.4873592199525,258.62052289996063,258.48677789996145,3.12441770932789,None,1,,257.488219699997,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,14,3,59,3,,,,,258.62052289996063,259.6223793999525,259.6203401199542,261.5528882999788,261.63709739997284,2.926107207896591,t,1,0.609542699996382,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,0,60,2,,,,,261.63709739997284,262.63790279999375,262.63683121997167,264.2205398999504,264.6375049999915,2.584138893227304,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,15,1,61,3,,,,,264.6375049999915,265.63865079998504,265.63687701997117,267.88770520000253,267.6379509999533,3.250656909422765,t,1,1.0498551999917254,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,2,62,1,,,,,267.88770520000253,268.88748629996553,268.8871449199738,270.8703050999902,270.8874801999773,2.9740461847613435,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,3,63,0,,,,,270.8874801999773,271.888485799951,271.889537219971,274.88769760000287,273.90337519999593,3.9897972180903696,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,16,0,64,3,,,,,274.88769760000287,275.8703715999727,275.8712545199902,277.57046759995865,277.871098899981,2.676341018313332,t,1,0.6898858000058681,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,1,65,0,,,,,277.871098899981,278.8722183999489,278.8701251200051,281.82034649996785,280.8867689999752,3.9398537863532006,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,2,66,1,,,,,281.82034649996785,282.82028879999416,282.82093441995096,284.8217444999609,284.8217444999609,2.9906572716065067,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,3,67,2,,,,,284.8217444999609,285.8052023999626,285.80560741995,287.28890039998805,287.8223123999778,2.4626983065278507,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,0,68,0,,,,,287.8223123999778,288.82092739996733,288.82158261999723,289.92147279996425,290.8204426000011,2.0994836726590083,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,1,69,1,,,,,290.8204426000011,291.8209242000012,291.82108761995335,293.1540724999504,293.8207437999663,2.3213157307678935,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,17,2,70,3,,,,,293.8207437999663,294.8204048000043,294.82100641997533,297.8041702999617,296.82091179996496,3.984477568801319,t,1,0.6368245000485331,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,3,71,2,,,,,297.8041702999617,298.8042703999672,298.80415402000074,301.1039404000039,300.80464930000016,3.2912994112979517,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,18,0,72,3,,,,,301.1039404000039,302.1046871999861,302.10557091995145,304.8872905999888,304.10446109995246,3.778064865293103,t,1,0.9996204999624752,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,1,73,0,,,,,304.8872905999888,305.8874239999568,305.88820121998435,308.75368490000255,307.88789349998115,3.8639991935579263,None,1,,306.88701899995795,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,2,74,2,,,,,308.75368490000255,309.7541263999883,309.7533537199721,312.6538644999964,311.7546619999921,3.899553285329058,None,1,,310.75417859997833,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,3,75,1,,,,,312.6538644999964,313.6541188999545,313.65366351996784,314.9708163999603,315.6536336999852,2.301489483876691,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,0,76,1,,,,,315.6536336999852,316.6538486999925,316.6545244200039,319.25449339998886,318.65395829995396,3.5955171369652956,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,1,77,0,,,,,319.25449339998886,320.2375639999518,320.2390826199786,322.7369407999795,322.23839109996334,3.4744042427851864,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,19,2,78,3,,,,,322.7369407999795,323.7373666999629,323.73770661997844,324.9541038000025,325.737263899995,2.2015734298424836,t,1,0.6401868999819271,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,3,79,2,,,,,325.737263899995,326.73826640000334,326.7371931199683,327.98797679995187,328.7370517999516,2.2451577948893413,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,0,80,1,,,,,328.7370517999516,329.7371445999597,329.73835811999163,331.12036629999056,331.73717479995685,2.383243910089826,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,20,1,81,3,,,,,331.73717479995685,332.73702939995565,332.73848461996533,333.9907145999605,334.737946899957,2.236678728498403,t,1,0.8000496999593452,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,2,82,2,,,,,334.737946899957,335.73799259995576,335.7373642199906,336.9550434999983,337.73929169995245,2.217303316600237,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,3,83,0,,,,,337.73929169995245,338.7389807999716,338.73835421996193,341.63801269995747,340.7374983999762,3.899788825991724,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,0,84,0,,,,,341.63801269995747,342.63764689996606,342.6377638199716,344.6721672999556,344.63986910000676,3.021820629752791,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,1,85,2,,,,,344.6721672999556,345.6705960999825,345.67184501999293,346.8713262999663,347.671926799987,2.191383339786448,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,21,2,86,3,,,,,347.671926799987,348.67089299997315,348.6713964199531,349.83898949995637,350.6714284999762,2.166967376680338,t,1,0.5789143000147305,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,3,87,1,,,,,350.6714284999762,351.6729033999727,351.6712570199976,353.9714750999701,353.6881509999512,3.2981416770548275,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,0,88,2,,,,,353.9714750999701,354.97115860000486,354.97069091998276,356.35540469997795,356.97077339998214,2.3789299354402376,None,1,,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,22,1,89,3,,,,,356.97077339998214,357.9710225999588,357.9723718199763,360.22180719999596,359.97133639996173,3.2413517019803093,t,1,0.8857155000441708,,,001,2023-10-31_11h21.29.605,Oddball_task,2022.2.5,60.13764304233678,
