trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.160485000000335,13.160485000000335,space,41.17002779999166,,,,,001,2023-10-25_15h45.33.215,Oddball_task,2022.2.5,59.9631466486753,
,,,,,,,,,,,,54.36884980002651,55.3376878000272,55.337763300020015,,,,,,,
