trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.089540100016166,13.089540100016166,space,1.8948361999937333,,,,,001,2023-10-25_15h31.14.030,Oddball_task,2022.2.5,59.94420392534374,
,,,,,,,,,,,,15.031791300018085,16.01576180002303,16.016502789998775,,,,,,,
