trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.964377699998295,12.964377699998295,space,1.2023789999984729,,001,2023-11-01_17h47.48.582,Oddball_task,2022.2.5,59.86400096239485,
