trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,sound_1.stopped,response.rt,thank_you.started,exit_exp.started,thank_you.stopped,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,10,6,106,5,,,,,671.7910731000011,672.7748154000001,672.7748081800006,675.2771424000002,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,10,7,107,4,,,,,675.2935740000012,676.2776958000013,676.2779664800006,678.7802777000015,t,1,,0.8663640999984636,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,10,8,108,8,,,,,678.7967020000015,679.764054700001,679.7646049800011,682.2676747000005,None,1,680.7660586000002,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,10,9,109,2,,,,,682.2834938000015,683.2671145000004,683.26691318,685.7694342000013,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,11,0,110,5,,,,,685.7858751000003,686.7699749000003,686.7703480800016,689.2728617000012,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,11,1,111,7,,,,,689.289302000001,690.2733375000007,690.2734956800001,692.7754210000003,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,11,2,112,3,,,,,692.792437600001,693.7758310000008,693.7760588800016,696.2786661999999,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,11,3,113,4,,,,,696.2952467000014,697.2790172000005,697.2795577800013,,t,1,,0.8095812999999907,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,11,4,114,1,,,,,699.7815280000013,700.7673308000012,700.7658483800011,703.2677477000016,None,1,701.7668291000009,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,11,5,115,9,,,,,703.2846270000009,704.2683192000004,704.2682221800011,706.7713156000009,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,11,6,116,2,,,,,706.7873336000011,707.7714549000011,707.7712025800016,710.2741460000016,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,11,7,117,0,,,,,710.2900474000016,711.2743448000001,711.2741756800011,713.7769384000003,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,11,8,118,8,,,,,713.7931026000006,714.7773427000011,714.7782938800016,717.2789139000015,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,11,9,119,6,,,,,717.2957532,718.2636971000011,718.2641690800016,720.7661983000016,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,12,0,120,9,,,,,720.7827382000014,721.7668406000012,721.766491680001,724.268740200001,None,1,722.7674468000005,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,12,1,121,7,,,,,724.2851394000008,725.2702783000004,725.2699829800009,727.7721285000007,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,12,2,122,2,,,,,727.7883758000007,728.7725023000003,728.7725672800012,731.274782800001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,12,3,123,4,,,,,731.291301700001,732.2758826000008,732.2761824800006,734.7774413000006,t,1,,0.8598325999992085,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,12,4,124,8,,,,,734.7941428000013,735.7798005000004,735.7785645800001,738.2801202999999,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,12,5,125,1,,,,,738.2974131999999,739.2647385,739.2650898800008,741.7672643000005,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,12,6,126,5,,,,,741.7835485000014,742.7680447000002,742.7669944800006,745.270298200001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,12,7,127,0,,,,,745.2862866000014,746.2704076999999,746.27051008,748.7733537000004,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,12,8,128,6,,,,,748.789804,749.7734928000009,749.7736798800003,752.2758681000014,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,12,9,129,3,,,,,752.292155000001,753.2766318000013,753.2764243800017,755.778830700001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,13,0,130,1,,,,,755.7954245000001,756.7794280000016,756.7796570800007,,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,13,1,131,6,,,,,759.2814985000005,760.2651577000015,760.2649437800015,762.7678462000003,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,13,2,132,2,,,,,762.7838583000012,763.7679306999999,763.7684509800007,766.2701872000016,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,13,3,133,5,,,,,766.2870210000001,767.2714371000002,767.2715129800005,769.7733208000009,None,1,768.2724014000014,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,13,4,134,4,,,,,769.7913177999999,770.7741054000016,770.7743475800004,773.2769157000002,t,1,,0.8100939999985712,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,13,5,135,9,,,,,773.2928350000002,774.2771322000008,774.2773848800013,776.7790134000006,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,13,6,136,8,,,,,776.796697400001,777.7634111000007,777.7638844800009,780.2653232000011,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,13,7,137,7,,,,,780.2823695000006,781.2687841000006,781.2662646800005,783.769475000001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,13,8,138,0,,,,,783.7858753,784.7692684000012,784.7691907800005,787.2710991000004,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,13,9,139,3,,,,,787.2883588000004,788.2735028000006,788.2723699800014,790.7746835000016,None,1,789.2731793000003,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,14,0,140,8,,,,,790.7914245000011,791.7767617000009,791.7753707800008,794.2777484000017,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,14,1,141,5,,,,,794.2939505000013,795.2781436000005,795.2777404800005,797.7809061000007,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,14,2,142,3,,,,,797.7970055000005,798.7647446999999,798.764325480001,801.2665594999999,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,14,3,143,9,,,,,801.2831176,802.2675278000006,802.2673571800011,804.7691489000008,None,1,803.2684452000012,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,14,4,144,6,,,,,804.7864131000006,805.7703673000015,805.7701602800013,808.2730605000015,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,14,5,145,4,,,,,808.2899268000001,809.2735547000011,809.273401680001,811.7753745000009,t,1,,0.8157331999991584,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,14,6,146,7,,,,,811.7922084000002,812.7777312000017,812.7772700800002,815.2782737000016,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,14,7,147,0,,,,,815.2952689000012,816.2793118000009,816.2797199800012,818.7815992000014,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,14,8,148,2,,,,,818.798647900001,819.7666749,819.7664814800015,822.2673649000008,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,14,9,149,1,,,,,822.2840809000008,823.2681948000009,823.2683252800003,825.7700706000014,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,15,0,150,5,,,,,825.7866408999998,826.7717881000008,826.7722274800004,829.2736015999999,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,15,1,151,2,,,,,829.2902262000007,830.2738071000003,830.2742060800016,832.7760066999999,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,15,2,152,8,,,,,832.7934052,833.7773121000009,833.7767042800011,836.2785961000009,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,15,3,153,9,,,,,836.2962097,837.2631108000005,837.2640338800016,839.7647121999998,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,15,4,154,3,,,,,839.7815630000005,840.7667412999999,840.7658425800006,843.2680345000008,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,15,5,155,1,,,,,843.285100000001,844.2690243000015,844.2692740800018,846.771224600001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,15,6,156,7,,,,,846.7892280000015,847.7721976000012,847.772313080001,850.2743554000008,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,15,7,157,4,,,,,850.2909006000009,851.2750518000012,851.27501068,853.7772783,t,1,,0.7483174999997573,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,15,8,158,0,,,,,853.7944108000011,854.7782207,854.7782754800015,857.2808825000011,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,15,9,159,6,,,,,857.2971891000016,858.2638790000001,858.2637636800015,860.7661597000006,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,16,0,160,5,,,,,860.7831125000012,861.7672900000016,861.7673924800007,864.2693189000001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,16,1,161,4,,,,,864.2863832000003,865.2702543000014,865.2702224800001,867.7737710000001,t,1,,0.8393281000007846,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,16,2,162,7,,,,,867.7899578000015,868.7733877999999,868.7736459800004,871.2762122000004,None,1,869.7740486000002,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,16,3,163,3,,,,,871.2920574,872.2765726000016,872.2764593800008,874.7783586000005,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,16,4,164,8,,,,,874.7951695000011,875.780227700001,875.77969808,878.2809649999999,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,16,5,165,6,,,,,878.2979069000012,879.2652135000008,879.265134580001,881.7674017000008,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,16,6,166,9,,,,,881.7842584999999,882.7686386000005,882.7687975800005,885.2703206000006,None,1,883.7687014000003,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,16,7,167,0,,,,,885.2874124000009,886.270610900001,886.2711179800013,888.7734292000005,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,16,8,168,1,,,,,888.7916068000013,889.7741237000009,889.7745368800012,892.2766836999999,None,1,890.7750967000011,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,16,9,169,2,,,,,892.2932579000008,893.2768592000011,893.2767364800007,895.778930800001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,17,0,170,1,,,,,895.7955688000002,896.7641325000004,896.7639596800005,899.2652053000002,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,17,1,171,7,,,,,899.2822887000002,900.2661435000009,900.2660126800007,902.7694598000016,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,17,2,172,0,,,,,902.7849718000016,903.768915300001,903.7692376800011,906.2711794000006,None,1,904.7697254000013,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,17,3,173,2,,,,,906.287840500001,907.2714034,907.2716148800015,909.7746341000002,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,17,4,174,9,,,,,909.7910755000012,910.7748371000016,910.7750414800017,913.276786800001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,17,5,175,5,,,,,913.2936965000008,914.2778796000002,914.2778895800008,916.7804581,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,17,6,176,6,,,,,916.7972647000006,917.7640803000013,917.7644579800004,920.2667864000014,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,17,7,177,3,,,,,920.2832604000014,921.2674267000002,921.2673181800006,923.7696926000008,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,17,8,178,8,,,,,923.7861799000002,924.7699217000009,924.7703732800006,927.2727782000002,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,17,9,179,4,,,,,927.2889553000005,928.2736312000015,928.2732745800009,930.7750754000008,t,1,,0.694118499999604,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,18,0,180,8,,,,,930.7923522000001,931.7763414000001,931.7760374800006,934.2819689000007,None,1,932.7769829000008,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,18,1,181,5,,,,,934.3122855000001,935.2791870000001,935.2791012800013,937.7808015999999,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,18,2,182,3,,,,,937.7974398000006,938.7648922000008,938.7653504800006,941.2668068000003,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,18,3,183,9,,,,,941.2834910000001,942.2678591000004,942.2682998800016,944.7704403000007,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,18,4,184,2,,,,,944.7872489000001,945.771597500001,945.7713812800017,948.2733202,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,18,5,185,0,,,,,948.2894074000014,949.2738142000017,949.2734884800017,951.7764164,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,18,6,186,4,,,,,951.7925356000014,952.7771311000015,952.7765087800004,955.2785774000004,t,1,,0.7515933999984554,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,18,7,187,7,,,,,955.2953253000014,956.2793040000015,956.2792143800003,,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,18,8,188,6,,,,,958.7816233000012,959.7659194000007,959.7660236800008,962.2684549000005,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,18,9,189,1,,,,,962.2847051000008,963.2686979000009,963.2687655800006,965.7708905,None,1,964.2694929000008,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,19,0,190,0,,,,,965.7877444000005,966.7718882000008,966.7714318800014,969.2735960999998,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1001,19,1,191,9,,,,,969.2903735,970.2743178000001,970.2743150800003,972.7766219000005,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,19,2,192,1,,,,,972.7931392999999,973.7771167999999,973.77725858,976.2798057,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,19,3,193,7,,,,,976.2965221000013,977.2638406000005,977.2638521800005,979.7661650000009,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,19,4,194,3,,,,,979.7826045000002,980.7667883000013,980.7670646800003,983.269146300001,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,19,5,195,2,,,,,983.2862581000009,984.2692634000014,984.2693365800011,986.7723034999999,None,1,985.2703544000015,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,19,6,196,5,,,,,986.7891384000013,987.7731048000005,987.7731262800013,990.2752125000006,None,1,,,,,,,,elpida_23_10_23,shielded_hugin)4,2023-10-23_14h31.44.268,Oddball_task,2022.2.5,59.71675150452806,
