trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,fixation.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,thank_you.stopped,exit_exp.started,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,3,83,2,,,,,307.55695710000873,308.5573509000096,308.557119390009,310.5577084000106,311.2230794000061,3.6528064037639085,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,0,84,1,,,,,311.2230794000061,312.2238951000036,312.22312279000323,314.2224501000019,314.7069726000045,3.4797605120681587,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,1,85,2,,,,,314.7069726000045,315.68961370000034,315.69087869000066,317.6895871000015,317.6071059000096,2.895339314033213,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,21,2,86,3,,,,,317.6895871000015,318.68866120000894,318.6900825900069,320.68943410000065,320.89075050000974,3.1906536077265475,t,1,0.7195225999894319,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,3,87,0,,,,,320.89075050000974,321.88996210000187,321.88960869000437,323.8901437000022,323.3762201000063,2.4758185436401448,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,0,88,0,,,,,323.8901437000022,324.8911103999999,324.88909089000515,326.90620540000964,327.7890119000076,3.8952696965357325,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,22,1,89,3,,,,,327.7890119000076,328.7888556000107,328.7906987900045,330.78885789999913,331.34010050000506,3.5454855610952114,t,1,0.8008270999853266,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,2,90,2,,,,,331.34010050000506,332.3394847000018,332.3384554900098,334.3562815000041,333.7222664000001,2.376484173437822,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,3,91,1,,,,,334.3562815000041,335.3556193999975,335.35561799000277,337.3553718000039,337.05548570000974,2.686536861202652,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,0,92,2,,,,,337.3553718000039,338.34050520000164,338.34083049000617,340.354636700009,339.62225100000796,2.2564307732673075,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,1,93,1,,,,,340.354636700009,341.3551335000084,341.35577899000634,343.3549652000074,343.78813549999904,3.4313543976806162,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,23,2,94,3,,,,,343.78813549999904,344.7881398000027,344.78914709000526,346.7875233000086,347.154322900009,3.35672748123113,t,1,0.8818303999869386,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,3,95,0,,,,,347.154322900009,348.1570484999975,348.1540355900055,350.1709373000049,349.4551896000048,2.2906709128838907,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,0,96,0,,,,,350.1709373000049,351.154546100006,351.15492459000814,353.15438130000257,352.28871880000224,2.114221106293341,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,24,1,97,3,,,,,353.15438130000257,354.1547472000093,354.15428308999833,356.1540556000109,356.08712450000166,2.9240939981309593,t,1,1.039256399992155,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,2,98,1,,,,,356.1540556000109,357.15624599999865,357.1545749900091,359.17015250000986,359.5203811000101,3.367273435097524,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,3,99,2,,,,,359.5203811000101,360.5212406000064,360.52133859001185,362.52204700000584,362.4867174000101,2.96171686852568,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,0,100,1,,,,,362.52204700000584,363.5204509000032,363.52151349000485,365.5203831000108,366.4205750999972,3.885566606447173,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,1,101,0,,,,,366.4205750999972,367.4206855000084,367.4214149900057,369.42039189999923,369.004477399998,2.583270864950232,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,25,2,102,3,,,,,369.42039189999923,370.42036570000346,370.4211498900098,372.4209067000047,371.9231787000026,2.493219030142207,t,1,0.8135411999828648,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,3,103,2,,,,,372.4209067000047,373.4199689000088,373.41891799001166,375.4202886999992,374.52034030000505,2.0886635885873535,None,1,,374.4204499000043,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,0,104,0,,,,,375.4202886999992,376.42050839999865,376.42003259000046,378.42065820000425,379.00335240000277,3.5835034813854025,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,26,1,105,3,,,,,379.00335240000277,380.0032063000108,380.00355048999916,382.00406390000717,382.1537982000009,3.138888332423389,t,1,0.8426827999937814,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,2,106,2,,,,,382.1537982000009,383.1529931999976,383.1527506900005,385.1531348999997,384.53573610000603,2.379842549947248,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,3,107,1,,,,,385.1531348999997,386.1523118000041,386.15472059001183,388.152728800007,388.40292600000976,3.249915536783684,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,27,0,108,3,,,,,388.40292600000976,389.4026808000053,389.40306008999903,391.40283669999917,391.1537721000059,2.747375417140524,t,1,1.0400486999860732,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,27,1,109,1,,,,,391.40283669999917,392.4018417000043,392.40262709000524,394.4032700000098,393.57080020000285,2.161893297344867,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,27,2,110,2,,,,,394.4032700000098,395.4015846000111,395.40269508999916,397.4011690000043,398.23760459999903,3.8267546075775893,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,27,3,111,0,,,,,398.23760459999903,399.23743660000036,399.2355361900103,401.2523775000009,401.40176280000014,3.1530840958147017,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,28,0,112,2,,,,,401.40176280000014,402.4019261000067,402.4025685900109,404.4012511000037,404.13457989999733,2.72117270681208,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,28,1,113,3,,,,,404.4012511000037,405.40354300000763,405.40193989001125,407.4025732000009,408.3012228000007,3.8949639811270744,t,1,0.6752877999970224,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,28,2,114,0,,,,,408.3012228000007,409.3006858000008,409.3007813900025,411.301681500001,411.6011581000057,3.2867218501223627,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,28,3,115,1,,,,,411.6011581000057,412.6012769000081,412.6017923900057,414.6010837000067,415.03466930000286,3.43166691309989,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,29,0,116,3,,,,,415.03466930000286,416.0343073999975,416.0348535900106,418.03515770001104,417.6174638000084,2.5704774525742877,t,1,0.7092960000009043,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,1,117,1,,,,,418.03515770001104,419.0342619000003,419.03516979000267,421.0333868000016,420.08543630001077,2.0491026870564144,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,2,118,2,,,,,421.0333868000016,422.03454890000285,422.0333347899999,424.03418980000424,423.1851394999976,2.1380920063972786,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,29,3,119,0,,,,,424.03418980000424,425.0340009000065,425.03483179000466,427.0339210000093,426.8851735000062,2.8380512304386842,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,0,120,0,,,,,427.0339210000093,428.0344741000008,428.0344298900003,430.0335433,429.6335955000104,2.5860611463524643,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,30,1,121,3,,,,,430.0335433,431.03351370000746,431.0350909899993,433.03330950000964,433.70019709999906,3.6406255883117127,t,1,0.8443864999862853,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,2,122,1,,,,,433.70019709999906,434.68412089999765,434.68360959000563,436.6992156000051,437.10012230000575,3.3930583045879352,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,30,3,123,2,,,,,437.10012230000575,438.09907570001087,438.09937049000143,440.0987693000061,440.5830100000021,3.4676202435829016,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,0,124,1,,,,,440.5830100000021,441.5833146000077,441.5831266900044,443.58300700000837,444.23201459999837,3.6488921012441544,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,1,125,0,,,,,444.23201459999837,445.23332970000047,445.2343073900105,447.23323650000384,448.099111500007,3.8631594961547466,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,31,2,126,3,,,,,448.099111500007,449.0993950999982,449.09957799000983,451.0990915000002,450.41590940000606,2.315938479630264,t,1,0.7555545999930473,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,31,3,127,2,,,,,451.0990915000002,452.0990727000026,452.1022874900067,454.10115220000444,453.3657092000067,2.258714453454138,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,0,128,2,,,,,454.10115220000444,455.09846870000183,455.10000949000676,457.10008740000194,456.3498485000018,2.242646786172994,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,1,129,0,,,,,457.10008740000194,458.0982526000007,458.09993559001157,460.09826490000705,459.34844080000767,2.2366490822237477,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,32,2,130,1,,,,,460.09826490000705,461.09835739999835,461.09903489000715,463.09977870000876,463.88217950001126,3.774082300109142,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,32,3,131,3,,,,,463.88217950001126,464.8858878000028,464.88078819001237,466.8986828000052,466.74954780000553,2.862610831832928,t,1,0.6072784999996657,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,33,0,132,2,,,,,466.8986828000052,467.89811540000665,467.89873199000283,469.8982099999994,470.53141470000264,3.6194710388872524,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,33,1,133,1,,,,,470.53141470000264,471.53162090000114,471.53166099000225,473.5307581000088,473.9306862000085,3.392285142755609,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,33,2,134,0,,,,,473.9306862000085,474.9311078000028,474.93190819000154,476.9309476000053,477.4488476999977,3.51722043038147,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,33,3,135,3,,,,,477.4488476999977,478.44830139999976,478.447266490008,480.4485340000101,481.0306549000088,3.5676417424773286,t,1,0.7048017999914009,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,0,136,1,,,,,481.0306549000088,482.03119980001065,482.0309478900002,484.03099120000843,484.48194180001155,3.4431314698785465,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,34,1,137,3,,,,,484.48194180001155,485.48244310000155,485.4814175900086,487.4975723000098,487.34828520000156,2.8592543001244994,t,1,0.8351361999957589,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,2,138,2,,,,,487.4975723000098,488.54102180000336,488.5028699900125,490.5483426999999,491.19846790000156,3.700673645367516,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,34,3,139,0,,,,,491.19846790000156,492.1967333000066,492.197813190009,494.1968013000005,493.38146420000703,2.1818231237592176,None,1,,493.19671319999907,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,0,140,2,,,,,494.1968013000005,495.1978464999993,495.19788339000513,497.21333090000553,496.61530479999783,2.410152910469736,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,35,1,141,3,,,,,497.21333090000553,498.1978117000108,498.1986128900011,500.1979207999975,499.5306990000099,2.3152564533583835,t,1,0.7167560999951093,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,2,142,1,,,,,500.1979207999975,501.1971396000008,501.1974876900043,503.1977380000026,503.6471053999994,3.4393959409979904,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,35,3,143,0,,,,,503.6471053999994,504.62982940000074,504.6313538900125,506.6301492000057,506.74705370000447,3.0904588272135154,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,0,144,0,,,,,506.74705370000447,507.73025300000154,507.73069409000016,509.72845790001156,509.7620753000083,3.010489579498584,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,1,145,2,,,,,509.7620753000083,510.7465123000002,510.74644279001075,512.7472580000031,513.4137660999986,3.6510006845410032,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,36,2,146,1,,,,,513.4137660999986,514.413481800002,514.4125845900111,516.4280455000116,516.4451956999983,3.0216356957970802,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,36,3,147,3,,,,,516.4451956999983,517.4295055999974,517.4292255900058,519.4294009000005,520.4144280000037,3.956761849664444,t,1,1.0183704999944894,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,0,148,2,,,,,520.4144280000037,521.41211260001,521.411742390001,523.4127533999999,523.7792961000087,3.3649551619897538,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,1,149,0,,,,,523.7792961000087,524.7636767000076,524.7639347900098,526.7620869000093,527.3147714000079,3.5165379423328353,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,37,2,150,1,,,,,527.3147714000079,528.2954438000015,528.2955115900098,530.2947720000084,530.5615745000105,3.248158427663784,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,37,3,151,3,,,,,530.5615745000105,531.5611301000026,531.5617985900011,533.5614095000055,532.6953030000004,2.1211253773018344,t,1,0.7205816999921808,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,0,152,0,,,,,533.5614095000055,534.5612097999983,534.5625077900025,536.5603052000079,536.5277991000039,2.953585317278359,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,38,1,153,3,,,,,536.5603052000079,537.5609512000083,537.561570889999,539.5607235000061,538.8941839000036,2.3280071803869893,t,1,0.9209637999883853,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,2,154,1,,,,,539.5607235000061,540.5619606000109,540.5620679900006,542.5609036000096,543.1452832000068,3.5843788520500848,None,1,,541.561225700003,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,38,3,155,2,,,,,543.1452832000068,544.1452316000068,544.1444173900076,546.1450520000071,546.2275975000084,3.0713522316187762,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,0,156,1,,,,,546.2275975000084,547.2276710000006,547.2286991900022,549.2275853000028,549.3113843000028,3.0823822508987675,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,1,157,0,,,,,549.3113843000028,550.3116277000081,550.3106339900099,552.3260676000064,553.0598297000106,3.7373602289818004,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,39,2,158,3,,,,,553.0598297000106,554.060495400001,554.0607086900112,556.059903500005,556.5105127999996,3.438131451228899,t,1,0.8668460999906529,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,39,3,159,2,,,,,556.5105127999996,557.5115041000099,557.5093026900125,559.5261655000068,560.4256206999999,3.9032242697455715,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,0,160,1,,,,,560.4256206999999,561.4276994000102,561.4276558900004,563.4431661999988,564.1103108000098,3.684419703979935,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,1,161,0,,,,,564.1103108000098,565.1102159000002,565.1102348900007,567.1113655000081,566.6605963000038,2.5388412448374895,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,40,2,162,3,,,,,567.1113655000081,568.1094201000087,568.1107067899997,570.1090223000065,569.5939901000093,2.4728536322647994,t,1,0.9352768999815453,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,40,3,163,2,,,,,570.1090223000065,571.109437799998,571.1103600900082,573.1093396000069,572.3096592000074,2.187973366938505,None,1,,572.1100274000055,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,41,0,164,1,,,,,573.1093396000069,574.1095515000052,574.1100484900074,576.1088740999985,576.8757665000012,3.762809970033417,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,41,1,165,2,,,,,576.8757665000012,577.8754442000063,577.8763112900036,579.8754384000058,580.0264988999988,3.1510361027588667,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,41,2,166,3,,,,,580.0264988999988,581.0277406000096,581.0256362900094,583.041575700001,583.9104707000079,3.8669981587018043,t,1,0.7047726999880979,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,41,3,167,0,,,,,583.9104707000079,584.9084193000017,584.908672590011,586.9088827000087,587.275292300008,3.359009092798037,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,42,0,168,2,,,,,587.275292300008,588.2763457999972,588.2772800900115,590.2750802000082,589.6260417000012,2.3388025476463303,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,42,1,169,1,,,,,590.2750802000082,591.2760865000018,591.2760284900127,593.2772803000116,594.2770754000085,3.993444843666861,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,42,2,170,0,,,,,594.2770754000085,595.2760870000056,595.2743212900081,597.2914689000027,596.7582202000049,2.476989174779762,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,42,3,171,3,,,,,597.2914689000027,598.2933952000021,598.2931161900036,600.3085934999981,599.5915806999983,2.2891333432203593,t,1,0.7706956999900285,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
