trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.66527270000006,16.66527270000006,space,3.3640020999991975,,001,2023-11-01_17h43.37.550,Oddball_task,2022.2.5,59.81544542470511,
