trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,feedback_text.started,sound_1.stopped,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,13,4,69,0,,,,,336.6361699000008,337.6201817000001,337.6205077000013,340.12389090000033,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,14,0,70,4,,,,,340.13939910000045,341.1237130999998,341.1231244999999,343.62559500000134,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,14,1,71,0,,,,,343.6421179000008,344.6263036,344.6264592999996,347.1289949000002,None,1,,345.6267974000002,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,14,2,72,3,,,,,347.14772000000085,348.1293166000014,348.1294049999997,350.6317460999999,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,14,3,73,1,,,,,350.6479532000012,351.63238079999974,351.6326284000006,354.13541350000014,None,1,,352.6326355000001,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,14,4,74,2,,,,,354.1524866,355.1176417000006,355.1181491999996,357.62015489999976,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,15,0,75,0,,,,,357.63727480000125,358.6215006000002,358.6207933000005,361.12339190000057,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,15,1,76,4,,,,,361.13954600000034,362.1238936999998,362.12362759999996,364.62579209999967,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,15,2,77,1,,,,,364.64260710000053,365.6276840999999,365.62764419999985,368.1290313999998,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,15,3,78,3,,,,,368.1455457000011,369.13815480000085,369.1194658000004,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,15,4,79,2,,,,,371.6485233000003,372.6341517000001,372.633628900001,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,16,0,80,3,,,,,375.1353713999997,376.14118810000036,376.1266668999997,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,16,1,81,1,,,,,378.6388071000001,379.6221175999999,379.6218374,382.12487070000134,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,16,2,82,4,,,,,382.1411753000011,383.12470270000085,383.12499240000034,385.62716569999975,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,16,3,83,2,,,,,385.6437657000006,386.627779800001,386.6280035,389.13060570000016,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,16,4,84,0,,,,,389.14786040000035,390.13040750000073,390.1305162000008,392.63312570000016,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,17,0,85,2,,,,,392.64974020000045,393.63436320000073,393.63408770000024,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,17,1,86,4,,,,,396.136230600001,397.1200907000002,397.12069280000105,399.62175240000033,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,17,2,87,1,,,,,399.6385483000013,400.6252010999997,400.6247067000004,403.1256852000006,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,17,3,88,3,,,,,403.1422343000013,404.1262402000011,404.1258120000002,406.62931110000136,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,17,4,89,0,,,,,406.6448001000008,407.6288034999998,407.6299981000011,410.13099930000135,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,18,0,90,4,,,,,410.1498683000009,411.13238150000143,411.1329130000013,413.6340263000002,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,18,1,91,0,,,,,413.65071590000116,414.61773990000074,414.6177459999999,417.1201378000005,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,18,2,92,3,,,,,417.1362535999997,418.1222585000014,418.1212050000013,420.6235385,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,18,3,93,1,,,,,420.64002860000073,421.62477220000073,421.6244415000001,424.1261966000002,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,18,4,94,2,,,,,424.14313740000034,425.1270413000002,425.1268254000006,427.62909469999977,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,19,0,95,3,,,,,427.6454599000008,428.6301557000006,428.6302160000014,431.1325514,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,19,1,96,4,,,,,431.14910750000126,432.11991860000126,432.1211581999996,434.63500660000136,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,19,2,97,0,,,,,434.6517881,435.6187996999997,435.61983320000036,438.1210908000012,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,19,3,98,2,,,,,438.13894360000086,439.1230678000011,439.1213731000007,441.62456290000046,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,19,4,99,1,,,,,441.64123910000126,442.6248168000002,442.62477880000006,445.1282839000014,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,20,0,100,0,,,,,445.14397439999993,446.12732570000117,446.1277833000004,448.6312068999996,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,20,1,101,3,,,,,448.6477556000009,449.63163330000134,449.6310243000007,452.1323409000015,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,20,2,102,2,,,,,452.1492975000019,453.13410340000155,453.1335392000001,,None,1,,454.13911720000215,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,20,3,103,4,,,,,455.6353806999996,456.6198955000018,456.61992720000126,459.1224044999999,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,20,4,104,1,,,,,459.1392458999999,460.1232457999995,460.12277639999957,462.6250447000002,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,21,0,105,4,,,,,462.6415373,463.6258813000004,463.62587669999994,466.12802249999913,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,21,1,106,2,,,,,466.1445412000012,467.1289213,467.1299026000015,469.63103410000076,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,21,2,107,1,,,,,469.64737950000017,470.63349220000055,470.63156589999926,473.1347121000017,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,21,3,108,0,,,,,473.15098000000035,474.119426700001,474.11877040000036,476.6205290000016,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,21,4,109,3,,,,,476.6376067000001,477.6208855999994,477.62046700000064,480.1237190000011,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,22,0,110,3,,,,,480.1402552000018,481.1237028000014,481.12376900000163,483.6253760000018,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,22,1,111,1,,,,,483.64272449999953,484.6270753000008,484.6272549999994,487.12891370000034,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,22,2,112,0,,,,,487.1456758000004,488.13038939999933,488.1300713000019,490.6315259000021,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,22,3,113,2,,,,,490.64828650000163,491.6341814999996,491.6343987,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,22,4,114,4,,,,,494.1345463000016,495.11906830000044,495.11890109999877,497.62101690000236,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,23,0,115,1,,,,,497.6377331999993,498.62248720000025,498.6215556999996,501.1236915999998,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,23,1,116,4,,,,,501.14143530000183,502.1246250000022,502.12514250000095,504.6276865999989,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,23,2,117,0,,,,,504.6442446000019,505.62781930000165,505.62809280000147,508.1308157000003,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,23,3,118,3,,,,,508.14729590000024,509.1311962999989,509.13099820000207,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,23,4,119,2,,,,,511.65413400000216,512.6336801000016,512.6333846000016,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,24,0,120,1,,,,,515.1354919999994,516.1196815000021,516.1197085999993,518.6220119000009,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,24,1,121,4,,,,,518.6386383000008,519.6250557000003,519.6239838000001,522.1272680999991,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,24,2,122,0,,,,,522.1591571000008,523.1261265000012,523.1257637999988,525.6279218,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,24,3,123,3,,,,,525.6444467000019,526.628776399999,526.6287335999987,529.1306638000005,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,24,4,124,2,,,,,529.1474168000004,530.1323018000021,530.1325943000011,532.6352903999996,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,25,0,125,0,,,,,532.6501857000021,533.6174224000006,533.6179656000022,536.1240239000017,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,25,1,126,4,,,,,536.1363346000016,537.1213640000005,537.1213859000018,539.6227068999997,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,25,2,127,2,,,,,539.6396165999995,540.6243072000016,540.624154000001,543.1274503000004,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,25,3,128,3,,,,,543.1435073000011,544.126607799999,544.1268237000004,546.6291734999995,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,25,4,129,1,,,,,546.645751099999,547.6322315000016,547.6313857999994,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,26,0,130,0,,,,,550.1863298000007,551.1324525,551.1332442999992,553.6340734000023,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,26,1,131,3,,,,,553.6509720000013,554.6200690999995,554.6207992000018,557.1206537999988,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,26,2,132,1,,,,,557.1377894000016,558.1217383999992,558.1215988000004,560.6237509000002,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,26,3,133,2,,,,,560.6403703000015,561.6243890000023,561.6246004999994,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,26,4,134,4,,,,,564.1819651999995,565.127628100001,565.1274618999996,567.6298413000022,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,27,0,135,4,,,,,567.6460834000009,568.6297321000002,568.6305264000002,571.1327605999995,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,27,1,136,1,,,,,571.1500663999996,572.1333992999989,572.1333780999994,574.6360714999992,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,27,2,137,2,,,,,574.6524805999998,575.6195864999991,575.6198344000004,578.1216081000002,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,27,3,138,0,,,,,578.1387072000016,579.1224649000014,579.1224479000011,581.6244053999999,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,27,4,139,3,,,,,581.641452599999,582.6256641000018,582.6258032000005,585.1276576,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,28,0,140,2,,,,,585.1444157000024,586.1289263999988,586.1289318999989,588.6312242000004,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,28,1,141,4,,,,,588.6474259000006,589.6315512000019,589.631566600001,,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,28,2,142,0,,,,,592.1891526999989,593.1341688000011,593.1341633000011,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,28,3,143,1,,,,,595.6374771999999,596.6467094000018,596.625700200002,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,28,4,144,3,,,,,599.1775457999993,600.1235178000006,600.1237533000021,602.6255435000003,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,29,0,145,0,,,,,602.6423603999992,603.6493415999994,603.632927300001,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,29,1,146,2,,,,,606.1824217000012,607.1290314000016,607.1289266999993,609.6317574000004,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,29,2,147,4,,,,,609.6485402999988,610.6326150000004,610.631898399999,613.1351728999998,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,29,3,148,3,,,,,613.1516132000015,614.1182059000002,614.1183361000003,616.6206919000015,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,29,4,149,1,,,,,616.6372408000007,617.6214784999993,617.6218789000013,620.124033099999,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,30,0,150,0,,,,,620.1403821000004,621.1241682000018,621.1244576999998,623.6281892999996,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,30,1,151,3,,,,,623.6444978000018,624.628550200001,624.6282702999997,627.1298119000003,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,30,2,152,2,,,,,627.146688400002,628.1305680000023,628.1304510000009,630.6336379000004,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,30,3,153,4,,,,,630.6495441999996,631.620080900002,631.6186286000011,634.1193780000012,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,30,4,154,1,,,,,634.1360136999992,635.1193294000022,635.1192604999997,637.6237143000017,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,31,0,155,2,,,,,637.6388676000006,638.6226445000011,638.6224340000008,641.1256410000005,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,31,1,156,0,,,,,641.1417458000014,642.1253534000007,642.1253025000005,644.6282091000012,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,31,2,157,1,,,,,644.6447072999999,645.6284286999999,645.6283977000021,648.1307695000014,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,31,3,158,4,,,,,648.1473382000022,649.1321700999997,649.1319753999996,651.633266400002,None,0,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,31,4,159,3,,,,,651.649829,652.6337289999992,652.6337762000003,,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,32,0,160,0,,,,,655.1365434000018,656.1202893999998,656.1197982000012,658.6229938000015,None,1,,,,,,,elpida_22_10_23,office_hugin04,2023-10-22_17h52.40.670,Oddball_task,2022.2.5,59.96688628500389,
