trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.649164299999939,11.649164299999939,space,1.0883621000002677,,,,,001,2023-10-18_13h07.27.816,Oddball_task,2022.2.5,60.06875469645334,
,,,,,,,,,,,,12.782275800000207,,13.749731489999522,,,,,,,
